cost,outcome,patexp,discharge,income,city,zip,state,provider,providerid,color
0.241718664,0.800573066,0.55243553,0.53008596,0.898567335,W Bloomfield,48322,MI,HENRY FORD WEST BLOOMFIELD HOSPITAL,395,#00CED1
0.241811115,0.012034384,0.476790831,0.975358166,0.245272206,Tulsa,74136,OK,"SAINT FRANCIS HOSPITAL, INC",396,#00CED1
0.242441403,0.772492837,0.386819484,0.788538682,0.412034384,Chambersburg,17201,PA,CHAMBERSBURG HOSPITAL,397,#00CED1
0.24269603,0.592550143,0.779942693,0.315186246,0.854441261,Menomonee Falls,53051,WI,COMMUNITY MEMORIAL HOSPITAL,398,#00CED1
0.242814661,0.161031519,0.185673352,0.949570201,0.350716332,Flint,48532,MI,MCLAREN FLINT,399,#00CED1
0.243236184,0.05730659,0.712320917,0.064183381,0.344985673,North Providence,2904,RI,OUR LADY OF FATIMA HOSPITAL,400,#00CED1
0.244119028,0.005157593,0.951862464,0.131805158,0.393696275,Duncan,73533,OK,"DUNCAN REGIONAL HOSPITAL, INC",401,#00CED1
0.244516241,0.099140401,0.746704871,0.24756447,0.322636103,Fort Dodge,50501,IA,TRINITY REGIONAL MEDICAL CENTER,402,#00CED1
0.245467777,0.858452722,0.534097421,0.734670487,0.471060172,Lorain,44053,OH,MERCY REGIONAL MEDICAL CENTER,403,#00CED1
0.245970685,0.395988539,0.712320917,0.23782235,0.395415473,Kokomo,46902,IN,COMMUNITY HOWARD REGIONAL HEALTH INC,404,#00CED1
0.246064792,0.045845272,0.20286533,0.04469914,0.6,Lehighton,18235,PA,GNADEN HUETTEN MEMORIAL HOSPITAL,405,#00CED1
0.247038281,0.309455587,0.344412607,0.755873926,0.25730659,Springfield,97477,OR,SACRED HEART MEDICAL CENTER - RIVERBEND,406,#00CED1
0.247726812,0.875071633,0.82234957,0.013753582,0.856733524,Green Bay,54313,WI,AURORA BAYCARE MEDICAL CTR,407,#00CED1
0.247802066,0.12034384,0.664756447,0.336962751,0.480802292,Nashua,3060,NH,ST JOSEPH HOSPITAL,408,#00CED1
0.248179513,0.161031519,0.625787966,0.838395415,0.424641834,Rocky Mount,27804,NC,NASH GENERAL HOSPITAL,409,#00CED1
0.248391,0.309455587,0.084813754,0.509455587,0.73982808,Jamaica,11418,NY,JAMAICA HOSPITAL MEDICAL CENTER,410,#00CED1
0.248593722,0.221203438,0.226361032,0.585100287,0.617765043,Crystal City,63019,MO,MERCY HOSPITAL JEFFERSON,411,#00CED1
0.248776685,0.592550143,0.913467049,0.14269341,0.138108883,Ahoskie,27910,NC,VIDANT ROANOKE CHOWAN HOSPITAL,412,#00CED1
0.249056802,0.05730659,0.84469914,0.564469914,0.546704871,Provo,84604,UT,UTAH VALLEY REGIONAL MEDICAL CENTER,413,#00CED1
0.249300547,0.221203438,0.506017192,0.359885387,0.740401146,Fort Thomas,41075,KY,ST ELIZABETH FT THOMAS,414,#00CED1
0.25009289,0.993123209,0.534097421,0.104297994,0.593123209,Aberdeen,57401,SD,AVERA ST LUKES,415,#00CED1
0.250364771,0.712893983,0.67965616,0.578223496,0.805730659,Cincinnati,45255,OH,MERCY HOSPITAL ANDERSON,416,#00CED1
0.25047112,0.950716332,0.476790831,0.024068768,0.15530086,Pawtucket,2860,RI,MEMORIAL HOSPITAL OF RHODE ISLAND,417,#00CED1
0.250688775,0.181088825,0.506017192,0.833810888,0.48252149,Pensacola,32504,FL,SACRED HEART HOSPITAL,418,#00CED1
0.251228492,0.676217765,0.958166189,0.946704871,0.6252149,Traverse City,49684,MI,MUNSON MEDICAL CENTER,419,#00CED1
0.251314991,0.161031519,0.506017192,0.666475645,0.496848138,Fort Smith,72903,AR,ST EDWARD MERCY MEDICAL CENTER,420,#00CED1
0.251345786,0.592550143,0.980515759,0.381661891,0.348424069,Rutland,5701,VT,RUTLAND REGIONAL MEDICAL CENTER,421,#00CED1
0.252199087,0.298567335,0.016618911,0.062464183,0.341547278,Ottumwa,52501,IA,OTTUMWA REGIONAL HEALTH CENTER,422,#00CED1
0.252513275,0.395988539,0.185673352,0.60286533,0.357020057,Sandusky,44870,OH,FIRELANDS REGIONAL MEDICAL CENTER,423,#00CED1
0.252663654,0.964469914,0.344412607,0.577077364,0.522063037,Monroe,48162,MI,PROMEDICA MONROE REGIONAL HOSPITAL,424,#00CED1
0.25299332,0.676217765,0.185673352,0.906017192,0.719770774,Grand Blanc,48439,MI,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,425,#00CED1
0.253618176,0.676217765,0.068194842,0.683667622,0.719197708,Decatur,30033,GA,DEKALB MEDICAL CENTER,426,#00CED1
0.253773263,0.505444126,0.699140401,0.259598854,0.054441261,Greenwood,38930,MS,GREENWOOD LEFLORE HOSPITAL,427,#00CED1
0.253801733,0.05730659,0.293409742,0.745558739,0.265902579,Altoona,16601,PA,UPMC ALTOONA,428,#00CED1
0.253816231,0.712893983,0.20286533,0.443553009,0.323782235,South Charleston,25309,WV,THOMAS MEMORIAL HOSPITAL,429,#00CED1
0.254595459,0.346704871,0.965616046,0.225787966,0.130659026,Douglas,31533,GA,COFFEE REGIONAL MEDICAL CENTER,430,#00CED1
0.254909431,0.592550143,0.67965616,0.464183381,0.186819484,Sheffield,35660,AL,HELEN KELLER MEMORIAL HOSPITAL,431,#00CED1
0.255196012,0.51747851,0.271060172,0.723209169,0.250429799,Paducah,42003,KY,LOURDES HOSPITAL,432,#00CED1
0.255357568,0.436103152,0.386819484,0.348424069,0.17765043,Weslaco,78596,TX,KNAPP MEDICAL CENTER,433,#00CED1
0.255579861,0.592550143,0.856160458,0.819484241,0.796561605,Waco,76712,TX,PROVIDENCE HEALTH CENTER,434,#00CED1
0.255934289,0.831518625,0.386819484,0.781088825,0.011461318,Detroit,48201,MI,HARPER UNIVERSITY HOSPITAL,435,#00CED1
0.25614065,0.712893983,0.55243553,0.068767908,0.514040115,York,17403,PA,MEMORIAL HOSPITAL,436,#00CED1
0.256372574,0.181088825,0.938681948,0.829226361,0.426934097,New Albany,47150,IN,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,437,#00CED1
0.256618452,0.592550143,0.185673352,0.714613181,0.053295129,Saginaw,48601,MI,ST MARY'S OF MICHIGAN MEDICAL CENTER,438,#00CED1
0.257340166,0.848137536,0.506017192,0.316332378,0.44756447,Watertown,13601,NY,SAMARITAN MEDICAL CENTER,439,#00CED1
0.257822292,0.05730659,0.746704871,0.044126074,0.75530086,Philadelphia,19128,PA,ROXBOROUGH MEMORIAL HOSPITAL,440,#00CED1
0.258932859,0.05730659,0.251575931,0.265329513,0.394842407,Aberdeen,98520,WA,GRAYS HARBOR COMMUNITY HOSPITAL,441,#00CED1
0.259201819,0.676217765,0.64469914,0.523782235,0.29226361,Wayne,48184,MI,OAKWOOD HOSPITAL - WAYNE,442,#00CED1
0.259282145,0.877936963,0.67965616,0.386246418,0.511747851,Jacksonville,28546,NC,ONSLOW MEMORIAL HOSPITAL,443,#00CED1
0.25932364,0.592550143,0.712320917,0.338108883,0.428653295,La Crosse,54601,WI,MAYO CLINIC HLTH SYSTEM  FRANCISCAN MED CTR,444,#00CED1
0.259459024,0.772492837,0.625787966,0.446991404,0.428653295,La Crosse,54601,WI,GUNDERSEN LUTHERAN MEDICAL CENTER,445,#00CED1
0.260155589,0.955873926,0.84469914,0.449283668,0.905444126,Exeter,3833,NH,EXETER HOSPITAL INC,446,#00CED1
0.260589824,0.459025788,0.806876791,0.503724928,0.316905444,Herrin,62948,IL,HERRIN HOSPITAL,447,#00CED1
0.26069958,0.031518625,0.476790831,0.69512894,0.571346705,Little Rock,72205,AR,UAMS MEDICAL CENTER,448,#00CED1
0.264040925,0.592550143,0.55243553,0.548424069,0.042406877,Duluth,55805,MN,ST LUKES HOSPITAL,449,#00CED1
0.264139612,0.592550143,0.806876791,0.184527221,0.431518625,Madison,47250,IN,KING'S DAUGHTERS' HEALTH,450,#00CED1
0.264538594,0.712893983,0.779942693,0.924355301,0.802292264,Edgewood,41017,KY,ST ELIZABETH MEDICAL CENTER,451,#00CED1
0.265461628,0.350716332,0.746704871,0.26017192,0.793696275,Tualatin,97062,OR,LEGACY MERIDIAN PARK MEDICAL CENTER,452,#00CED1
0.265828261,0.477363897,0.20286533,0.74269341,0.870487106,Alexandria,22304,VA,INOVA ALEXANDRIA HOSPITAL,453,#00CED1
0.266738959,0.309455587,0.164469914,0.944412607,0.024068768,Detroit,48202,MI,HENRY FORD HOSPITAL,454,#00CED1
0.267228017,0.350716332,0.625787966,0.005730659,0.194269341,Pittsburg,66762,KS,VIA CHRISTI HOSPITAL PITTSBURG INC,455,#00CED1
0.267664415,0.26991404,0.891690544,0.468767908,0.649856734,Jefferson City,65109,MO,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,456,#00CED1
0.268145296,0.26991404,0.574212034,0.158739255,0.459025788,Lewiston,83501,ID,ST JOSEPH REGIONAL MEDICAL CENTER,457,#00CED1
0.268627456,0.181088825,0.506017192,0.300286533,0.402292264,Clinton,52732,IA,MERCY MEDICAL CENTER-CLINTON,458,#00CED1
0.269644071,0.00286533,0.534097421,0.719770774,0.129512894,Milwaukee,53210,WI,WHEATON FRANCISCAN ST JOSEPH,459,#00CED1
0.269652301,0.395988539,0.900859599,0.950716332,0.642406877,Raleigh,27607,NC,REX HOSPITAL,460,#00CED1
0.269990935,0.05730659,0.806876791,0.467048711,0.493982808,Youngstown,44512,OH,ST ELIZABETH BOARDMAN HEALTH CENTER,461,#00CED1
0.270162499,0.932951289,0.791404011,0.938108883,0.259025788,Gastonia,28054,NC,CAROMONT REGIONAL MEDICAL CENTER,462,#00CED1
0.272644334,0.547851003,0.476790831,0.272206304,0.193696275,Supply,28462,NC,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,463,#00CED1
0.273088652,0.986819484,0.84469914,0.36217765,0.061318052,East Chicago,46312,IN,ST CATHERINE HOSPITAL INC,464,#00CED1
0.273473096,0.241833811,0.951862464,0.045845272,0.753581662,Loveland,80538,CO,MCKEE MEDICAL CENTER,465,#00CED1
0.273661851,0.26991404,0.608022923,0.624068768,0.648137536,Carbondale,62902,IL,MEMORIAL HOSPITAL OF CARBONDALE,466,#00CED1
0.274092439,0.181088825,0.344412607,0.307163324,0.383381089,Pocatello,83201,ID,PORTNEUF MEDICAL CENTER,467,#00CED1
0.274453228,0.848137536,0.185673352,0.563323782,0.731232092,Washington,20017,DC,PROVIDENCE HOSPITAL,468,#00CED1
0.275099679,0.712893983,0.870487106,0.748997135,0.667621777,Hobart,46342,IN,ST MARY MEDICAL CENTER INC,469,#00CED1
0.275126358,0.671060172,0.998280802,0.084813754,0.818911175,York,3909,ME,YORK HOSPITAL,470,#00CED1
0.275462453,0.477363897,0.024068768,0.471060172,0.103724928,Paris,75460,TX,PARIS REGIONAL MEDICAL CENTER,471,#00CED1
0.275754527,0.915186246,0.344412607,0.263610315,0.633237822,Milford,19963,DE,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,472,#00CED1
0.275868772,0.016045845,0.589111748,0.075071633,0.724355301,Noblesville,46060,IN,RIVERVIEW HEALTH,473,#00CED1
0.276776087,0.800573066,0.900859599,0.459025788,0.553008596,Ames,50010,IA,MARY GREELEY MEDICAL CENTER,474,#00CED1
0.277509688,0.676217765,0.99025788,0.67965616,0.67277937,Fairfield,45014,OH,MERCY HOSPITAL FAIRFIELD,475,#00CED1
0.278141944,0.955873926,0.293409742,0.759885387,0.501432665,Sayre,18840,PA,ROBERT PACKER HOSPITAL,476,#00CED1
0.278640675,0.592550143,0.664756447,0.943839542,0.440114613,Jackson,39216,MS,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,477,#00CED1
0.278765796,0.395988539,0.984527221,0.20974212,0.936962751,Woodbury,55125,MN,HEALTHEAST WOODWINDS HOSPITAL,478,#00CED1
0.278889547,0.181088825,0.476790831,0.230945559,0.488252149,North Platte,69101,NE,GREAT PLAINS HEALTH,479,#00CED1
0.279689446,0.74269341,0.900859599,0.265902579,0.343266476,Hannibal,63401,MO,HANNIBAL REGIONAL HOSPITAL,480,#00CED1
0.28072291,0.676217765,0.293409742,0.939255014,0.150143266,Springfield,65802,MO,COX MEDICAL CENTERS,481,#00CED1
0.281035569,0.298567335,0.068194842,0.417191977,0.988538682,Washington,20016,DC,SIBLEY MEMORIAL HOSPITAL,482,#00CED1
0.281292212,0.469340974,0.732378223,0.004011461,0.523209169,Yankton,57078,SD,AVERA SACRED HEART HOSPITAL,483,#00CED1
0.281605884,0.309455587,0.806876791,0.928939828,0.127793696,Mobile,36607,AL,MOBILE INFIRMARY,484,#00CED1
0.284166375,0.915186246,0.944412607,0.864756447,0.941547278,Chesterfield,63017,MO,ST LUKES HOSPITAL,485,#00CED1
0.284703993,0.161031519,0.140401146,0.861891117,0.266475645,Bay City,48708,MI,MCLAREN BAY REGION,486,#00CED1
0.285099838,0.021203438,0.967908309,0.6252149,0.817191977,Lafayette,70508,LA,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",487,#00CED1
0.285696116,0.848137536,0.367335244,0.006876791,0.910028653,Fredericksburg,22408,VA,SPOTSYLVANIA REGIONAL MEDICAL CENTER,488,#00CED1
0.287055958,0.753581662,0.318051576,0.33008596,0.728366762,Peoria,61614,IL,PROCTOR HOSPITAL,489,#00CED1
0.287066093,0.181088825,0.833237822,0.446418338,0.763896848,Seneca,29672,SC,GHS OCONEE MEMORIAL  HOSPITAL,490,#00CED1
0.287405061,0.93008596,0.608022923,0.477363897,0.19713467,Dunn,28334,NC,BETSY JOHNSON REGIONAL  HOSPITAL,491,#00CED1
0.287910215,0.346704871,0.746704871,0.01260745,0.515186246,Hastings,68901,NE,MARY LANNING HEALTHCARE,492,#00CED1
0.287967468,0.772492837,0.928366762,0.390830946,0.22234957,London,40741,KY,SAINT JOSEPH LONDON,493,#00CED1
0.288102291,0.364469914,0.068194842,0.549570201,0.147277937,Salisbury,28144,NC,NOVANT HEALTH ROWAN MEDICAL CENTER,494,#00CED1
0.288701924,0.676217765,0.625787966,0.083667622,0.602292264,Hilo,96720,HI,HILO MEDICAL CENTER,495,#00CED1
0.290050026,0.05730659,0.55243553,0.601146132,0.369627507,Augusta,4330,ME,MAINEGENERAL MEDICAL CENTER,496,#00CED1
0.290121008,0.703724928,0.881375358,0.588538682,0.773065903,Norfolk,23507,VA,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,497,#00CED1
0.291512228,0.712893983,0.589111748,0.493982808,0.379369628,Topeka,66606,KS,ST FRANCIS HEALTH CENTER INC,498,#00CED1
0.291836892,0.346704871,0.900859599,0.076217765,0.893409742,Shakopee,55379,MN,ST FRANCIS REGIONAL MEDICAL CENTER,499,#00CED1
0.292420956,0.346704871,0.833237822,0.301432665,0.743266476,Round Rock,78664,TX,SCOTT & WHITE HOSPITAL-ROUND ROCK,500,#00CED1
0.292910254,0.181088825,0.589111748,0.813753582,0.778796562,Atlanta,30342,GA,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",501,#00CED1
0.293197229,0.950716332,0.476790831,0.293409742,0.912320917,Huntersville,28078,NC,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,502,#00CED1
0.293714653,0.848137536,0.476790831,0.222922636,0.135243553,Greenville,75401,TX,HUNT REGIONAL MEDICAL CENTER,503,#00CED1
0.294158806,0.309455587,0.989684814,0.613180516,0.198280802,Shelby,28150,NC,CAROLINAS HEALTHCARE SYSTEM CLEVELAND,504,#00CED1
0.294941013,0.108309456,0.164469914,0.978223496,0.512893983,Roanoke,24014,VA,CARILION ROANOKE MEMORIAL HOSPITAL,505,#00CED1
0.295423612,0.712893983,0.984527221,0.735816619,0.716332378,Jacksonville,32224,FL,MAYO CLINIC,506,#00CED1
0.295819043,0.877936963,0.900859599,0.361031519,0.106590258,Laurinburg,28352,NC,SCOTLAND MEMORIAL HOSPITAL,507,#00CED1
0.295897057,0.469340974,0.979369628,0.032664756,0.458452722,Rochester,3867,NH,FRISBIE MEMORIAL HOSPITAL,508,#00CED1
0.29671831,0.12034384,0.951862464,0.380515759,0.885386819,Jamaica Plain,2130,MA,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,509,#00CED1
0.297618744,0.981088825,0.574212034,0.539255014,0.628080229,Cincinnati,45236,OH,"JEWISH HOSPITAL, LLC",510,#00CED1
0.298567871,0.640687679,0.82234957,0.6,0.157020057,Thomasville,31792,GA,JOHN D ARCHBOLD MEMORIAL HOSPITAL,511,#00CED1
0.298771986,0.772492837,0.534097421,0.889398281,0.208595989,Bowling Green,42101,KY,THE MEDICAL CENTER AT BOWLING GREEN,512,#00CED1
0.298898227,0.436103152,0.881375358,0.813180516,0.789111748,Boise,83712,ID,ST LUKE'S REGIONAL MEDICAL CENTER,513,#00CED1
0.300594089,0.477363897,0.84469914,0.351862464,0.713467049,Lebanon,17042,PA,GOOD SAMARITAN HOSPITAL,514,#00CED1
0.301198566,0.592550143,0.833237822,0.368481375,0.601719198,Grand Island,68803,NE,CHI HEALTH ST FRANCIS,515,#00CED1
0.301804999,0.703724928,0.973065903,0.167908309,0.177077364,Tarboro,27886,NC,VIDANT EDGECOMBE HOSPITAL,516,#00CED1
0.302463876,0.955873926,0.994842407,0.424068768,0.199426934,Carrollton,30117,GA,TANNER MEDICAL CENTER - CARROLLTON,517,#00CED1
0.302698967,0.181088825,0.625787966,0.953581662,0.571346705,Little Rock,72205,AR,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,518,#00CED1
0.302764778,0.944412607,0.712320917,0.586246418,0.444126074,Ardmore,73401,OK,"MERCY HOSPITAL ARDMORE, INC",519,#00CED1
0.303649659,0.915186246,0.344412607,0.436103152,0.562750716,Lapeer,48446,MI,MCLAREN LAPEER REGION,520,#00CED1
0.303787495,0.898567335,0.746704871,0.248710602,0.299140401,Camden,29020,SC,KERSHAW HEALTH,521,#00CED1
0.303829984,0.676217765,0.82234957,0.569627507,0.528366762,Seattle,98101,WA,VIRGINIA MASON MEDICAL CENTER,522,#00CED1
0.304400119,0.26991404,0.455014327,0.985100287,0.013180516,Louisville,40202,KY,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,523,#00CED1
0.304404577,0.831518625,0.791404011,0.415472779,0.671633238,Iowa City,52245,IA,MERCY HOSPITAL,524,#00CED1
0.304480649,0.007449857,0.016618911,0.457879656,0.689398281,Hutchinson,67502,KS,HUTCHINSON REGIONAL MEDICAL CENTER INC,525,#00CED1
0.30557697,0.13008596,0.746704871,0.668194842,0.065902579,Brunswick,31520,GA,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,526,#00CED1
0.305630411,0.9747851,0.900859599,0.678510029,0.114613181,Portsmouth,45662,OH,SOUTHERN OHIO MEDICAL CENTER,527,#00CED1
0.305647894,0.350716332,0.122636103,0.337535817,0.391404011,Logan,25601,WV,LOGAN REGIONAL MEDICAL CENTER,528,#00CED1
0.306208675,0.505444126,0.435530086,0.540974212,0.607449857,Maplewood,55109,MN,HEALTHEAST ST JOHN'S HOSPITAL,529,#00CED1
0.306383538,0.26991404,0.140401146,0.786819484,0.252722063,Lansing,48910,MI,MCLAREN GREATER LANSING,530,#00CED1
0.306822415,0.161031519,0.625787966,0.393696275,0.322063037,Michigan City,46360,IN,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,531,#00CED1
0.307655717,0.561604585,0.999426934,0.189111748,0.53982808,Oklahoma City,73135,OK,OKLAHOMA HEART HOSPITAL SOUTH,532,#00CED1
0.308594376,0.592550143,0.732378223,0.473352436,0.77765043,Burnsville,55337,MN,FAIRVIEW RIDGES HOSPITAL,533,#00CED1
0.309087071,0.395988539,0.791404011,0.918051576,0.016618911,Augusta,30901,GA,UNIVERSITY HOSPITAL,534,#00CED1
0.309113674,0.831518625,0.140401146,0.516332378,0.789684814,Matthews,28105,NC,PRESBYTERIAN HOSPITAL MATTHEWS,535,#00CED1
0.30926897,0.9747851,0.746704871,0.488252149,0.308309456,Alton,62002,IL,ALTON MEMORIAL HOSPITAL,536,#00CED1
0.309409169,0.51747851,0.938681948,0.835530086,0.680229226,Chapel Hill,27514,NC,UNIVERSITY OF NORTH CAROLINA HOSPITAL,537,#00CED1
0.309617741,0.364469914,0.762750716,0.764469914,0.729512894,Murfreesboro,37129,TN,SAINT THOMAS RUTHERFORD HOSPITAL,538,#00CED1
0.310819035,0.561604585,0.67965616,0.548997135,0.385100287,Oxford,38655,MS,BAPTIST MEMORIAL HOSPITAL NORTH MS,539,#00CED1
0.311704185,0.309455587,0.534097421,0.962750716,0.183381089,Saginaw,48602,MI,COVENANT MEDICAL CENTER,540,#00CED1
0.311887931,0.05730659,0.891690544,0.83782235,0.043553009,Kalamazoo,49007,MI,BRONSON METHODIST HOSPITAL,541,#00CED1
0.312072062,0.561604585,0.975931232,0.966189112,0.914040115,Rochester,55902,MN,MAYO CLINIC HOSPITAL ROCHESTER,542,#00CED1
0.312230032,0.153581662,0.913467049,0.363896848,0.364469914,Taylor,48180,MI,OAKWOOD HOSPITAL - TAYLOR,543,#00CED1
0.312799818,0.824068768,0.746704871,0.274498567,0.830945559,Medina,44256,OH,MEDINA HOSPITAL,544,#00CED1
0.313195163,0.161031519,0.856160458,0.632664756,0.790830946,Houma,70360,LA,TERREBONNE GENERAL MEDICAL CENTER,545,#00CED1
0.314250228,0.036676218,0.55243553,0.313467049,0.147851003,Milwaukee,53215,WI,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS,546,#00CED1
0.316346499,0,0.891690544,0.110601719,0.694555874,Waxahachie,75165,TX,BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,547,#00CED1
0.316507995,0.309455587,0.928366762,0.865329513,0.487679083,Norfolk,23502,VA,SENTARA LEIGH HOSPITAL,548,#00CED1
0.319296703,0.26991404,0.881375358,0.838968481,0.019484241,Gary,46402,IN,METHODIST HOSPITALS INC,549,#00CED1
0.319811165,0.148997135,0.64469914,0.084813754,0.300286533,Pulaski,24301,VA,LEWISGALE HOSPITAL PULASKI,550,#00CED1
0.319874714,0.350716332,0.016618911,0.428653295,0.283094556,Panorama City,91402,CA,MISSION COMMUNITY HOSPITAL,551,#00CED1
0.319968813,0.221203438,0.024068768,0.458452722,0.596561605,Santa Fe,87505,NM,ST VINCENT HOSPITAL,552,#00CED1
0.320520805,0.753581662,0.944412607,0.978796562,0.07965616,Chattanooga,37404,TN,"MEMORIAL HEALTHCARE SYSTEM, INC",553,#00CED1
0.321711216,0.477363897,0.318051576,0.969054441,0.410315186,Lancaster,17602,PA,LANCASTER GENERAL HOSPITAL,554,#00CED1
0.321752787,0.254441261,0.534097421,0.122063037,0.261318052,Blacksburg,24060,VA,LEWISGALE HOSPITAL MONTGOMERY,555,#00CED1
0.321774611,0.221203438,0.958166189,0.551289398,0.642979943,Suffolk,23434,VA,SENTARA OBICI HOSPITAL,556,#00CED1
0.322746995,0.753581662,0.67965616,0.406876791,0.113467049,Meridian,39301,MS,RUSH FOUNDATION HOSPITAL,557,#00CED1
0.322853099,0.108309456,0.271060172,0.816618911,0.128939828,Tucson,85712,AZ,TUCSON MEDICAL CENTER,558,#00CED1
0.323226163,0.831518625,0.412034384,0.96217765,0,Temple,76508,TX,SCOTT & WHITE MEMORIAL HOSPITAL,559,#00CED1
0.32337395,0.932951289,1,0.563323782,0.452148997,Oklahoma City,73120,OK,OKLAHOMA HEART HOSPITAL,560,#00CED1
0.323710304,0.436103152,0.891690544,0.727793696,0.318051576,Kankakee,60901,IL,RIVERSIDE MEDICAL CENTER,561,#00CED1
0.325161121,0.994842407,0.016618911,0.053295129,0.558166189,Jamaica,11432,NY,QUEENS HOSPITAL CENTER,562,#00CED1
0.325600743,0.161031519,0.164469914,0.748424069,0.226934097,Chattanooga,37403,TN,ERLANGER MEDICAL CENTER,563,#00CED1
0.325711994,0.858452722,0.293409742,0.89512894,0.207449857,Panama City,32401,FL,BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM,564,#00CED1
0.326048835,0.05730659,0.67965616,0.699140401,0.399426934,Lincoln,68510,NE,CHI HEALTH ST ELIZABETH,565,#00CED1
0.326066362,0.51747851,0.226361032,0.64756447,0.8,Rochester,48307,MI,CRITTENTON HOSPITAL MEDICAL CENTER,566,#00CED1
0.326359725,0.153581662,0.870487106,0.405730659,0.618911175,Normal,61761,IL,ADVOCATE BROMENN MEDICAL CENTER,567,#00CED1
0.32677991,0.932951289,0.318051576,0.998853868,0.734670487,Royal Oak,48073,MI,"BEAUMONT HOSPITAL, ROYAL OAK",568,#00CED1
0.327130832,0.004011461,0.318051576,0.357020057,0.214326648,Coos Bay,97420,OR,BAY AREA HOSPITAL,569,#00CED1
0.327754672,0.858452722,0.016618911,0.550143266,0.124928367,Muskogee,74401,OK,EASTAR HEALTH SYSTEM,570,#00CED1
0.327900505,0.676217765,0.762750716,0.426934097,0.39025788,Titusville,32796,FL,PARRISH MEDICAL CENTER,571,#00CED1
0.328597423,0.915186246,0.806876791,0.309455587,0.726074499,Bristol,6010,CT,BRISTOL HOSPITAL,572,#00CED1
0.328672409,0.13008596,0.435530086,0.680802292,0.398280802,Anniston,36207,AL,NORTHEAST ALABAMA REGIONAL MED CENTER,573,#00CED1
0.329603111,0.181088825,0.984527221,0.377077364,0.932378223,Mount Kisco,10549,NY,NORTHERN WESTCHESTER HOSPITAL,574,#00CED1
0.329764451,0.505444126,0.881375358,0.302005731,0.338681948,Euclid,44119,OH,EUCLID HOSPITAL,575,#00CED1
0.329960383,0.592550143,0.625787966,0.668767908,0.87277937,Cincinnati,45242,OH,SPRINGFIELD REGIONAL MEDICAL CENTER,576,#00CED1
0.330726407,0.309455587,0.164469914,0.287679083,0.316332378,Norfolk,23505,VA,BON SECOURS DEPAUL MEDICAL CENTER,577,#00CED1
0.331699894,0.712893983,0.870487106,0.950143266,0.84756447,Munster,46321,IN,COMMUNITY HOSPITAL,578,#00CED1
0.333157224,0.955873926,0.806876791,0.653868195,0.161031519,San Angelo,76903,TX,SHANNON MEDICAL CENTER,579,#00CED1
0.33418339,0.981088825,0.367335244,0.746131805,0.16217765,Warner Robins,31093,GA,HOUSTON MEDICAL CENTER,580,#00CED1
0.334202554,0.703724928,0.791404011,0.52722063,0.858452722,Warrensville Heights,44122,OH,SOUTH POINTE HOSPITAL,581,#00CED1
0.334226329,0.181088825,0.122636103,0.36504298,0.371919771,Conyers,30012,GA,ROCKDALE MEDICAL CENTER,582,#00CED1
0.334358138,0.477363897,0.534097421,0.887106017,0.868194842,Lawrenceville,30045,GA,GWINNETT MEDICAL CENTER,583,#00CED1
0.336277975,0.459025788,0.574212034,0.148997135,0.163896848,Georgetown,29440,SC,GEORGETOWN MEMORIAL HOSPITAL,584,#00CED1
0.336628844,0.395988539,0.608022923,0.722063037,0.238968481,Bellingham,98225,WA,PEACEHEALTH ST JOSEPH MEDICAL CENTER,585,#00CED1
0.33858979,0.05730659,0.589111748,0.324928367,0.737535817,Woodstock,60098,IL,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,586,#00CED1
0.338618717,0.436103152,0.870487106,0.660744986,0.653868195,Hampton,23666,VA,SENTARA CAREPLEX HOSPITAL,587,#00CED1
0.338791801,0.436103152,0.608022923,0.696848138,0.418911175,Bloomington,47403,IN,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,588,#00CED1
0.338906139,0.51747851,0.913467049,0.452148997,0.540974212,Bossier City,71111,LA,WILLIS KNIGHTON BOSSIER HEALTH CENTER,589,#00CED1
0.338955867,0.553008596,0.664756447,0.533524355,0.553581662,Decatur,62521,IL,ST MARYS HOSPITAL,590,#00CED1
