Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,ZIP,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
47042882,7/31/2020 14:30,8/1/2020 10:45,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11385,,,,,85 STREET,77 AVENUE,INTERSECTION,Ridgewood,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",8/1/2020 10:45,05 QUEENS,,QUEENS,"1,021,882","196,770",PHONE,Unspecified,QUEENS,,,,,,,,40.7066849,-73.8642683,"(40.7066849, -73.8642683)"
47042814,7/31/2020 14:33,8/1/2020 9:55,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11385,,,,,78 AVENUE,79 STREET,INTERSECTION,Ridgewood,,,Closed,,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,8/1/2020 9:55,05 QUEENS,,QUEENS,"1,019,870","196,046",PHONE,Unspecified,QUEENS,,,,,,,,40.704706,-73.8715291,"(40.704706, -73.8715291)"
47047447,7/31/2020 14:36,7/31/2020 17:24,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11385,78-04 85 STREET,85 STREET,78 AVE,MYRTLE AVE,,,ADDRESS,Ridgewood,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,7/31/2020 17:24,05 QUEENS,4038430045,QUEENS,"1,021,933","196,263",PHONE,Unspecified,QUEENS,,,,,,,,40.7052931,-73.8640872,"(40.7052931, -73.8640872)"
47039808,7/31/2020 14:40,7/31/2020 14:40,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11385,69-21 67 PLACE,67 PLACE,,,,,ADDRESS,Ridgewood,,,Open,,Your Service Request has been submitted to the Department of Buildings. Please check back later for status.,7/31/2020 0:00,05 QUEENS,4036510035,QUEENS,"1,015,513","196,389",UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7056639,-73.8872419,"(40.7056639, -73.8872419)"
47048059,7/31/2020 14:41,8/1/2020 18:54,MAYOR?S OFFICE OF SPECIAL ENFORCEMENT,Mayor?s Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,11385,80-00 COOPER AVENUE,COOPER AVENUE,69 ROAD,83 STREET,69 ROAD,83 STREET,,RIDGEWOOD,COOPER AVENUE,,Closed,,The Office of Special Enforcement investigated or referred to another agency for investigation and it was determined that the business is allowed to be open and was in compliance with reopening guidelines.,8/1/2020 22:54,05 QUEENS,4038100350,QUEENS,"1,020,276","197,708",PHONE,Unspecified,QUEENS,,,,,,,,40.7092662,-73.8700559,"(40.7092662, -73.8700559)"
47046240,7/31/2020 14:45,7/31/2020 19:59,MAYOR?S OFFICE OF SPECIAL ENFORCEMENT,Mayor?s Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,11385,83-38 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,MYRTLE AVENUE,BEND,MYRTLE AVENUE,BEND,,RIDGEWOOD,WOODHAVEN BOULEVARD,,Closed,,"The complaint received is out of the jurisdiction of the Office of Special Enforcement, and has been forwarded to the appropriate agency for handling.",7/31/2020 23:59,05 QUEENS,4038660170,QUEENS,"1,024,370","195,134",ONLINE,Unspecified,QUEENS,,,,,,,,40.7021835,-73.8553043,"(40.7021835, -73.8553043)"
47042843,7/31/2020 14:46,7/31/2020 17:46,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11385,78-52 79 STREET,79 STREET,78 AVE,MYRTLE AVE,,,ADDRESS,Ridgewood,,,Closed,,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,7/31/2020 17:46,05 QUEENS,4038270037,QUEENS,"1,019,983","195,676",PHONE,Unspecified,QUEENS,,,,,,,,40.70369,-73.8711235,"(40.70369, -73.8711235)"
47042797,7/31/2020 14:59,8/6/2020 11:40,DOHMH,Department of Health and Mental Hygiene,Day Care,Day Care Facility,Commercial Building,11385,80-00 COOPER AVENUE,COOPER AVENUE,69 ROAD,83 STREET,69 ROAD,83 STREET,,RIDGEWOOD,COOPER AVENUE,,Closed,,The Department of Health and Mental Hygiene has investigated your complaint. You can get the status by calling 311 or (646) 632-6101 on weekdays between 9 AM and 5 PM.,8/6/2020 15:40,05 QUEENS,4038100350,QUEENS,"1,020,276","197,708",PHONE,Unspecified,QUEENS,,,,,,,,40.7092662,-73.8700559,"(40.7092662, -73.8700559)"
47050343,7/31/2020 15:18,7/31/2020 20:10,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11385,78-08 79 STREET,79 STREET,78 AVE,MYRTLE AVE,,,ADDRESS,Ridgewood,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",7/31/2020 20:10,05 QUEENS,4038270014,QUEENS,"1,019,913","195,898",PHONE,Unspecified,QUEENS,,,,,,,,40.7042996,-73.8713748,"(40.7042996, -73.8713748)"
47047440,7/31/2020 15:34,7/31/2020 20:30,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11385,78-12 85 STREET,85 STREET,78 AVE,MYRTLE AVE,,,ADDRESS,Ridgewood,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",7/31/2020 20:30,05 QUEENS,4038430049,QUEENS,"1,021,939","196,214",PHONE,Unspecified,QUEENS,,,,,,,,40.7051586,-73.8640659,"(40.7051586, -73.8640659)"
47050719,7/31/2020 15:53,8/3/2020 0:00,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11385,88-30 75 AVENUE,75 AVENUE,,,,,ADDRESS,Ridgewood,,,Closed,,The Department of Buildings reviewed this complaint and referred it to the Department of Environmental Protection for further action.,8/3/2020 0:00,05 QUEENS,4038560172,QUEENS,"1,022,555","197,294",UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7081203,-73.86183797,"(40.70812029723771, -73.86183796992985)"
47042816,7/31/2020 16:00,8/1/2020 10:45,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11385,77-12 85 STREET,85 STREET,77 AVE,78 AVE,,,ADDRESS,Ridgewood,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",8/1/2020 10:45,05 QUEENS,4038400011,QUEENS,"1,021,888","196,687",PHONE,Unspecified,QUEENS,,,,,,,,40.706457,-73.8642472,"(40.706457, -73.8642472)"
47041629,7/31/2020 16:00,7/31/2020 17:06,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11385,88-53 81 AVENUE,81 AVENUE,88 STREET,WOODHAVEN BOULEVARD,88 STREET,WOODHAVEN BOULEVARD,,RIDGEWOOD,81 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,7/31/2020 21:07,05 QUEENS,4038610040,QUEENS,"1,023,467","195,994",ONLINE,Unspecified,QUEENS,,,,,,,,40.7045481,-73.8585561,"(40.7045481, -73.8585561)"
47047341,7/31/2020 16:03,7/31/2020 19:39,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11385,77-12 85 STREET,85 STREET,77 AVE,78 AVE,,,ADDRESS,Ridgewood,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",7/31/2020 19:39,05 QUEENS,4038400011,QUEENS,"1,021,888","196,687",PHONE,Unspecified,QUEENS,,,,,,,,40.706457,-73.8642472,"(40.706457, -73.8642472)"
47047371,7/31/2020 16:39,7/31/2020 16:45,DEP,Department of Environmental Protection,Asbestos,Asbestos Complaint (B1),,11385,88-30 75 AVENUE,75 AVENUE,88 ST,BEND,,,ADDRESS,Ridgewood,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate to another service request.,7/31/2020 16:45,05 QUEENS,4038560172,QUEENS,"1,022,555","197,294",ONLINE,Unspecified,QUEENS,,,,,,,,40.7081203,-73.861838,"(40.7081203, -73.861838)"
47043488,7/31/2020 16:42,8/18/2020 12:43,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11385,76-12 88 STREET,88 STREET,LIRR MONTAUK LINE,77 AVENUE,LIRR MONTAUK LINE,77 AVENUE,,RIDGEWOOD,88 STREET,,Closed,,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",8/18/2020 16:43,05 QUEENS,4038100194,QUEENS,"1,022,481","196,939",MOBILE,Unspecified,QUEENS,,,,,,,,40.70714623,-73.8621069,"(40.70714622740925, -73.8621068952004)"
47040418,7/31/2020 16:43,8/18/2020 12:46,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11385,76-06 88 STREET,88 STREET,LIRR MONTAUK LINE,77 AVENUE,LIRR MONTAUK LINE,77 AVENUE,,RIDGEWOOD,88 STREET,,Closed,,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",8/18/2020 16:46,05 QUEENS,4038100193,QUEENS,"1,022,476","196,948",MOBILE,Unspecified,QUEENS,,,,,,,,40.70717095,-73.86212488,"(40.707170951854955, -73.86212487827785)"
47044610,7/31/2020 17:15,7/31/2020 19:55,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,64-49 SHALER AVENUE,SHALER AVENUE,64 PLACE,65 STREET,64 PLACE,65 STREET,,RIDGEWOOD,SHALER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:56,05 QUEENS,4036350023,QUEENS,"1,014,109","195,646",MOBILE,Unspecified,QUEENS,,,,,,,,40.7036294,-73.8923091,"(40.7036294, -73.8923091)"
47049616,7/31/2020 17:17,8/3/2020 11:01,MAYOR?S OFFICE OF SPECIAL ENFORCEMENT,Mayor?s Office of Special Enforcement,NonCompliance with Phased Reopening,Business not in compliance,Store/Commercial,11385,552 GRANDVIEW AVENUE,GRANDVIEW AVENUE,BLEECKER STREET,MENAHAN STREET,BLEECKER STREET,MENAHAN STREET,,RIDGEWOOD,GRANDVIEW AVENUE,,Closed,,The Office of Special Enforcement investigated or referred to another agency for investigation and it was determined that the business is allowed to be open and was in compliance with reopening guidelines.,8/3/2020 15:01,05 QUEENS,4033830041,QUEENS,"1,010,063","197,683",PHONE,Unspecified,QUEENS,,,,,,,,40.7092332,-73.9068937,"(40.7092332, -73.9068937)"
47049171,7/31/2020 17:40,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11385,70-30 80 STREET,80 STREET,BEND,71 AVENUE,BEND,71 AVENUE,,RIDGEWOOD,80 STREET,,In Progress,,,,05 QUEENS,4038040091,QUEENS,"1,020,355","197,291",MOBILE,Unspecified,QUEENS,,,,,,,,40.7081213,-73.8697731,"(40.7081213, -73.8697731)"
47045577,7/31/2020 17:59,7/31/2020 18:21,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:22,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042612,7/31/2020 17:59,7/31/2020 18:23,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:23,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045440,7/31/2020 17:59,7/31/2020 18:24,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:24,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47043758,7/31/2020 18:00,7/31/2020 18:24,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:24,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47043794,7/31/2020 18:01,7/31/2020 18:25,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:25,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47049937,7/31/2020 18:02,7/31/2020 18:25,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:26,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051682,7/31/2020 18:02,7/31/2020 18:26,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:26,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47043815,7/31/2020 18:03,7/31/2020 18:26,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:27,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042293,7/31/2020 18:03,7/31/2020 18:27,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:27,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046802,7/31/2020 18:04,7/31/2020 18:27,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:27,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042317,7/31/2020 18:05,7/31/2020 18:28,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:28,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47043811,7/31/2020 18:05,7/31/2020 18:28,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:28,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046791,7/31/2020 18:05,7/31/2020 18:28,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:29,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051725,7/31/2020 18:05,7/31/2020 18:29,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:29,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47040758,7/31/2020 18:06,7/31/2020 18:29,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:30,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47051718,7/31/2020 18:09,7/31/2020 18:44,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:44,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47049420,7/31/2020 18:11,7/31/2020 18:41,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,89-27 AUBREY AVENUE,AUBREY AVENUE,88 STREET,METROPOLITAN AVENUE,88 STREET,METROPOLITAN AVENUE,,RIDGEWOOD,AUBREY AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 22:41,05 QUEENS,4038510140,QUEENS,"1,022,431","198,418",PHONE,Unspecified,QUEENS,,,,,,,,40.7112059,-73.8622788,"(40.7112059, -73.8622788)"
47042854,7/31/2020 18:30,8/1/2020 10:45,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11385,,,,,85 STREET,77 AVENUE,INTERSECTION,Ridgewood,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",8/1/2020 10:45,05 QUEENS,,QUEENS,"1,021,882","196,770",PHONE,Unspecified,QUEENS,,,,,,,,40.7066849,-73.8642683,"(40.7066849, -73.8642683)"
47048425,7/31/2020 18:33,7/31/2020 18:44,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:44,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045321,7/31/2020 18:33,7/31/2020 18:45,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:45,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47047111,7/31/2020 18:34,7/31/2020 18:47,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:47,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47041104,7/31/2020 18:34,7/31/2020 18:48,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:48,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47050041,7/31/2020 18:34,7/31/2020 18:49,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:49,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47044033,7/31/2020 18:35,7/31/2020 18:51,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,7/31/2020 22:51,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47045324,7/31/2020 18:35,7/31/2020 19:56,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:56,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47046859,7/31/2020 18:36,7/31/2020 19:56,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:56,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042281,7/31/2020 18:37,7/31/2020 19:57,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:57,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
47042584,7/31/2020 18:37,7/31/2020 19:57,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,1671 MADISON STREET,MADISON STREET,MYRTLE AVENUE,CYPRESS AVENUE,MYRTLE AVENUE,CYPRESS AVENUE,,RIDGEWOOD,MADISON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,7/31/2020 23:58,05 QUEENS,4034500054,QUEENS,"1,009,774","194,407",MOBILE,Unspecified,QUEENS,,,,,,,,40.7002422,-73.9079486,"(40.7002422, -73.9079486)"
