cost,discharge,quality,quality_care,quality_efficiency,patexp,outcome,provider_id,provider,strokewidth,bubblesize,markme?,state
0.597091034,0.074653307,0.453349923,0.835968721,0,0.613137664,0.242359572,100132,SOUTH FLORIDA BAPTIST HOSPITAL,.25px,0,,ri
0.597429543,0.361722464,0.554502682,0.293273786,0,0.956032004,0.221100683,190045,ST TAMMANY PARISH HOSPITAL,.25px,0,,ri
0.597707864,0.345415743,0.484595546,0.781288882,0,0.417201572,0.510740683,40071,JEFFERSON REGIONAL MEDICAL CENTER,.25px,0,,ri
0.598867164,0.721607436,0.556884007,0.459851188,0.51160587,0.70561383,0.431604881,140091,THE CARLE FOUNDATION HOSPITAL,.25px,0,,ri
0.599784524,0.082563591,0.892411895,0.086510493,0.963002942,0.70561383,0.773312679,140012,KATHERINE SHAW BETHEA HOSPITAL,.25px,0,,ri
0.600429248,0.991002052,0.897924374,0.655367045,0.51160587,0.68579692,0.913679024,520138,AURORA ST LUKES MEDICAL CENTER,.25px,0,,ri
0.602324131,0.753998401,0.60927316,0.635690213,0,0.670726181,0.589340892,450034,CHRISTUS HOSPITAL,.25px,0,,ri
0.602607775,0.023747332,0.986865632,0.906081855,0.929680869,0.970872026,0.500630351,340106,SANDHILLS REGIONAL MEDICAL CENTER,.25px,0,,ri
0.606532679,0.236064304,0.671154654,0.951664868,0.705506711,0.650365439,0.160999003,150046,TERRE HAUTE REGIONAL HOSPITAL,.25px,0,,ri
0.606593948,0.328589909,0.269328697,0.418206837,0.51160587,0.594391938,0.130099455,450862,ST LUKE'S THE WOODLANDS HOSPITAL,.25px,0,,ri
0.606841308,0.250550012,0.087705276,0.073244288,0,0.054210166,0.637198111,310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",.25px,0,,ri
0.606865009,0.76505632,0.197617027,0.253343331,0.51160587,0.042558977,0.589340892,370001,HILLCREST MEDICAL CENTER,.25px,0,,ri
0.606993812,0.527162762,0.607295589,0.958174372,0,0.719654584,0.182760524,100253,JUPITER MEDICAL CENTER,.25px,0,,ri
0.606996593,0.736562817,0.174380567,0.194856667,0,0.392267697,0.393553118,100067,ST ANTHONYS HOSPITAL,.25px,0,,ri
0.609617102,0.00065919,0.113034665,0.148779262,0.51160587,0.140844258,0.393553118,370097,SOUTHWESTERN MEDICAL CENTER,.25px,0,,ri
0.609847729,0.170343026,0.261731528,0.685838119,0,0.441805852,0.182760524,500064,HARBORVIEW MEDICAL CENTER,.25px,0,,ri
0.610317485,0.265933867,0.578109936,0.248778438,0.705506711,0.84018754,0.304249306,100117,BAPTIST MEDICAL CENTER  BEACHES,.25px,0,,ri
0.610436276,0.01297781,0.931584282,0.076350722,0.991051491,0.862278656,0.544161633,340133,MARTIN GENERAL HOSPITAL,.25px,0,,ri
0.610581911,0.980479726,0.232142121,0.032292087,0.51160587,0.083412299,0.854689727,90011,MEDSTAR WASHINGTON HOSPITAL CENTER,.25px,0,,ri
0.611649544,0.1475268,0.832845807,0.85177281,0,0.276382034,0.964016447,170185,SAINT LUKE'S SOUTH HOSPITAL,.25px,0,,ri
0.611992369,0.847315035,0.559627887,0.20630186,0,0.373060538,0.932020995,140231,EDWARD HOSPITAL,.25px,0,,ri
0.61233865,0.477303252,0.033857664,0.010093852,0.812658103,0.083412299,0.154885012,50121,ADVENTIST MEDICAL CENTER,.25px,0,,ri
0.613187149,0.322962072,0.071200798,0.130371371,0.51160587,0.042558977,0.393553118,140150,UNIVERSITY OF ILLINOIS HOSPITAL,.25px,0,,ri
0.613733742,0.646212539,0.021745042,0.174916159,0,0.140844258,0.107596345,180132,LAKE CUMBERLAND REGIONAL HOSPITAL,.25px,0,,ri
0.613988068,0.062441806,0.564357578,0.688787996,0,0.015210817,0.950461845,50580,LA PALMA INTERCOMMUNITY HOSPITAL,.25px,0,,ri
0.614602188,0.239582733,0.530145599,0.30392795,0.812658103,0.739595092,0.182760524,370026,ST MARY'S REGIONAL MEDICAL CENTER,.25px,0,,ri
0.615192667,0.030602912,0.389004705,0.382437521,0,0.297690362,0.745980999,670031,ST LUKE'S PATIENTS MEDICAL CENTER,.25px,0,,ri
0.615281176,0.734461647,0.537718048,0.689101112,0.705506711,0.373060538,0.431604881,150035,PORTER REGIONAL HOSPITAL,.25px,0,,ri
0.615916137,0.005594878,0.240299602,0.113009946,0.705506711,0.122123252,0.589340892,100121,BARTOW REGIONAL MEDICAL CENTER,.25px,0,,ri
0.616781424,0.845082028,0.311014247,0.086510493,0,0.511506992,0.709132258,330045,HUNTINGTON HOSPITAL,.25px,0,,ri
0.617681737,0.582427633,0.968770857,0.854805086,0.51160587,0.949588418,0.854689727,390203,DOYLESTOWN HOSPITAL,.25px,0,,ri
0.617973032,0.745964519,0.863728875,0.86814545,0,0.631759791,0.881667092,100073,HOLY CROSS HOSPITAL INC,.25px,0,,ri
0.618268389,0.619383492,0.547309267,0.817577311,0.51160587,0.511506992,0.360255766,240080,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",.25px,0,,ri
0.618733182,0.068638195,0.37907565,0.290134392,0.705506711,0.392267697,0.457420423,60104,ST ANTHONY NORTH HEALTH CAMPUS,.25px,0,,ri
0.618733253,0.026062738,0.58609438,0.412364763,0.812658103,0.351266057,0.589340892,340144,DAVIS REGIONAL MEDICAL CENTER,.25px,0,,ri
0.61922096,0.136823197,0.059632007,0.222320185,0,0.297690362,0.151391304,450039,JPS HEALTH NETWORK,.25px,0,,ri
0.619656464,0.851212498,0.128352601,0.590634553,0,0.539061148,0.030092039,450462,TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS,.25px,0,,ri
0.62098302,0.960308501,0.164657509,0.459851188,0.51160587,0.276382034,0.160999003,100157,LAKELAND REGIONAL MEDICAL CENTER,.25px,0,,ri
0.621724827,0.285042147,0.735887147,0.233287465,0.705506711,0.969092212,0.294485049,140093,PRESENCE UNITED SAMARITANS MEDICAL CENTER,.25px,0,,ri
0.622030966,0.105791811,0.841678958,0.528497623,0.51160587,0.68579692,0.881667092,670077,METHODIST WEST HOUSTON HOSPITAL,.25px,0,,ri
0.622298705,0.027274001,0.615601388,0.710640156,0,0.938769456,0.151391304,150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,.25px,0,,ri
0.622301435,0.015301456,0.961239607,0.790352749,0.996209655,0.323893178,0.589340892,50417,SUTTER COAST HOSPITAL,.25px,0,,ri
0.623091637,0.785721937,0.753306252,0.483120607,0.705506711,0.104399272,0.964016447,50057,KAWEAH DELTA MEDICAL CENTER,.25px,0,,ri
0.624696797,0.358113397,0.647473241,0.483120607,0,0.719654584,0.709132258,360076,ATRIUM MEDICAL CENTER,.25px,0,,ri
0.62475169,0.302930925,0.829302659,0.394088711,0,0.768929063,0.913679024,450677,HUGULEY MEMORIAL MEDICAL CENTER,.25px,0,,ri
0.625334113,0.420909518,0.099793179,0.076573199,0,0.00613871,0.773312679,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,.25px,0,,ri
0.626721844,0.728767891,0.098145203,0.55666153,0.51160587,0.164146637,0.058330106,500039,HARRISON MEMORIAL HOSPITAL,.25px,0,,ri
0.627018909,0.289813037,0.339227594,0.635690213,0.51160587,0.483615,0.182760524,360133,GRANDVIEW HOSPITAL & MEDICAL CENTER,.25px,0,,ri
0.627537985,0.001549097,0.445538517,0.248778438,0,0.185562083,0.929310075,50597,FOOTHILL PRESBYTERIAN HOSPITAL,.25px,0,,ri
0.627778569,0.616845609,0.3019339,0.117377082,0.51160587,0.511506992,0.510740683,450033,VHS HARLINGEN HOSPITAL COMPANY LLC,.25px,0,,ri
0.628361295,0.136164007,0.301085192,0.78896845,0,0.68579692,0.049595834,60012,CENTURA HEALTH-ST MARY CORWIN MEDICAL CENTER,.25px,0,,ri
0.628530103,0.56691194,0.498125427,0.887064213,0.51160587,0.539061148,0.182760524,450324,TEXOMA MEDICAL CENTER,.25px,0,,ri
0.629515206,0.064732492,0.612552632,0.172279398,0.705506711,0.650365439,0.701848205,520100,BELOIT MEMORIAL HOSPITAL,.25px,0,,
0.629718939,0.53213141,0.119783126,0.432511268,0,0.067023179,0.393553118,330264,ST LUKE'S CORNWALL HOSPITAL,.25px,0,,
0.630106434,0.989387035,0.502970477,0.418206837,0,0.739595092,0.470587751,10039,HUNTSVILLE HOSPITAL,.25px,0,,
0.63044877,0.210141644,0.932317631,0.355336558,0.705506711,0.798065276,0.954548825,60003,LONGMONT UNITED HOSPITAL,.25px,0,,
0.630982753,0.65303516,0.832845807,0.605054342,0,0.511506992,0.964016447,30093,BANNER DEL E WEBB MEDICAL CENTER,.25px,0,,
0.631000308,0.054383204,0.760005274,0.233287465,0.812658103,0.558119989,0.82789364,330135,BON SECOURS COMMUNITY HOSPITAL,.25px,0,,
0.63222348,0.397458821,0.002546123,0.001615016,0,0.185562083,0.1215547,330107,PECONIC BAY MEDICAL CENTER,.25px,0,,
0.632764182,0.202280799,0.879335207,0.922355617,0,0.70561383,0.824284572,140286,KISHWAUKEE COMMUNITY HOSPITAL,.25px,0,,
0.632968025,0.916043869,0.796211303,0.54710327,0.51160587,0.926467317,0.470587751,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,.25px,0,,
0.633076476,0.152371849,0.445777474,0.730374667,0,0.594391938,0.349609842,100126,PALMS OF PASADENA HOSPITAL,.25px,0,,
0.633317298,0.761356614,0.533408591,0.194856667,0.889247781,0.417201572,0.470587751,500024,PROVIDENCE ST PETER HOSPITAL,.25px,0,,
0.635158703,0.73020163,0.4412785,0.718031328,0.51160587,0.083412299,0.672201119,140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,.25px,0,,
0.636258594,0.109689274,0.271569944,0.18238973,0,0.417201572,0.589340892,100299,LAKEWOOD RANCH MEDICAL CENTER,.25px,0,,
0.636623042,0.16050461,0.583754254,0.55666153,0.889247781,0.351266057,0.360255766,30114,ORO VALLEY HOSPITAL,.25px,0,,
0.638105107,0.142360396,0.156870823,0.26568667,0,0.579494236,0.154885012,140018,MT SINAI HOSPITAL MEDICAL CENTER,.25px,0,,
0.638286075,0.627639851,0.495373308,0.134952744,0,0.84018754,0.556818088,50396,SANTA BARBARA COTTAGE HOSPITAL,.25px,0,,
0.640757378,0.151317145,0.544606587,0.394088711,0.51160587,0.786512965,0.360255766,260176,DES PERES HOSPITAL,.25px,0,,
0.642584897,0.120994389,0.840475935,0.734395728,0.705506711,0.862278656,0.431604881,120026,PALI MOMI MEDICAL CENTER,.25px,0,,
0.642953289,0.188404842,0.746986264,0.689101112,0,0.042558977,0.994133206,50426,WEST ANAHEIM MEDICAL CENTER,.25px,0,,
0.643091378,0.752548183,0.600687206,0.152009295,0.51160587,0.255568098,0.964016447,100090,FLAGLER HOSPITAL,.25px,0,,
0.643262458,0.723766284,0.028814858,0.590634553,0.51160587,0.033989502,0.019133,100022,JACKSON MEMORIAL HOSPITAL,.25px,0,,
0.644064421,0.04168555,0.281531958,0.996382693,0,0.00613871,0.252123829,50526,HUNTINGTON BEACH HOSPITAL,.25px,0,,
0.644308122,0.886874696,0.867412101,0.854805086,0,0.719654584,0.829879451,360051,MIAMI VALLEY HOSPITAL,.25px,0,,
0.6445206,0.251003205,0.072181343,0.177248045,0,0.227115795,0.262539036,360081,MERCY ST CHARLES HOSPITAL,.25px,0,,
0.644881846,0.558375425,0.132019347,0.060620793,0,0.392267697,0.470587751,70010,BRIDGEPORT HOSPITAL,.25px,0,,
0.645093444,0.128196043,0.810556933,0.685838119,0,0.81492407,0.745980999,30123,SCOTTSDALE THOMPSON PEAK MEDICAL CENTER,.25px,0,,
0.645509785,0.440685228,0.050584619,0.066092072,0,0.373060538,0.221100683,140251,COMMUNITY FIRST MEDICAL CENTER,.25px,0,,
0.645730346,0.707187647,0.933520653,0.763853297,0.51160587,0.949588418,0.709132258,170104,SHAWNEE MISSION MEDICAL CENTER,.25px,0,,
0.646624678,0.11819283,0.14003675,0.172279398,0,0.351266057,0.393553118,370202,HILLCREST HOSPITAL SOUTH,.25px,0,,
0.647125134,0.639983191,0.369377312,0.635690213,0,0.417201572,0.431604881,30087,SCOTTSDALE SHEA MEDICAL CENTER,.25px,0,,
0.648667319,0.416756619,0.594045863,0.763853297,0.51160587,0.650365439,0.360255766,140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,.25px,0,,
0.650835612,0.822323481,0.623041999,0.668451974,0,0.670726181,0.589340892,330023,VASSAR BROTHERS MEDICAL CENTER,.25px,0,,
0.650860057,0.134021638,0.289953115,0.325714192,0,0.511506992,0.431604881,260062,SAINT LUKES NORTHLAND HOSPITAL,.25px,0,,
0.651015583,0.36064304,0.105503415,0.053452097,0.929680869,0.122123252,0.058330106,30055,KINGMAN REGIONAL MEDICAL CENTER,.25px,0,,
0.651651968,0.553884691,0.829772332,0.734395728,0.51160587,0.933306416,0.393553118,70018,GREENWICH HOSPITAL ASSOCIATION,.25px,0,,
0.651841422,0.147856395,0.568057284,0.815220705,0,0.054210166,0.876418289,100268,WEST BOCA MEDICAL CENTER,.25px,0,,
0.652333724,0.590362637,0.777696295,0.54710327,0.51160587,0.81492407,0.637198111,340116,FRYE REGIONAL MEDICAL CENTER,.25px,0,,
0.65248249,0.874448958,0.938192665,0.763853297,0.51160587,0.851558573,0.881667092,140119,RUSH UNIVERSITY MEDICAL CENTER,.25px,0,,
0.6531943,0.793244947,0.420530483,0.683176638,0.812658103,0.441805852,0.1215547,500027,SWEDISH MEDICAL CENTER,.25px,0,,
0.653977069,0.790937781,0.073186609,0.184482659,0,0.417201572,0.130099455,100052,WINTER HAVEN HOSPITAL,.25px,0,,
0.654118493,0.120689513,0.795906428,0.93918145,0,0.613137664,0.701848205,450203,WEATHERFORD REGIONAL MEDICAL CENTER,.25px,0,,
0.65417934,0.96997388,0.184911133,0.373340694,0,0.483615,0.182760524,150056,INDIANA UNIVERSITY HEALTH,.25px,0,,
0.65530833,0.379949078,0.318611416,0.382437521,0.812658103,0.276382034,0.242359572,450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,.25px,0,,
0.655861124,0.166733959,0.422508054,0.160191495,0,0.255568098,0.913679024,140049,WEST SUBURBAN MEDICAL CENTER,.25px,0,,
0.656011091,0.8374107,0.456472837,0.86814545,0,0.140844258,0.637198111,420085,GRAND STRAND REGIONAL MEDICAL CENTER,.25px,0,,
0.656903451,0.039089988,0.451215794,0.874564316,0.51160587,0.798065276,0.026252256,10012,DEKALB REGIONAL MEDICAL CENTER,.25px,0,,
0.65755603,0.531505179,0.328746467,0.665872892,0,0.594391938,0.182760524,70034,NORWALK HOSPITAL ASSOCIATION,.25px,0,,
0.657993383,0.408945213,0.424378507,0.734395728,0,0.461507404,0.431604881,440150,TRISTAR SUMMIT MEDICAL CENTER,.25px,0,,
0.659238312,0.805093893,0.451932664,0.412364763,0,0.719654584,0.431604881,70020,MIDDLESEX HOSPITAL,.25px,0,,
0.659444581,0.338008092,0.037268974,0.006369427,0,0.021258889,0.709132258,50390,HEMET VALLEY MEDICAL CENTER,.25px,0,,
0.659656186,0.71445522,0.361590626,0.441056023,0,0.631759791,0.360255766,150017,LUTHERAN HOSPITAL OF INDIANA,.25px,0,,
0.660539852,0.282636102,0.008281079,0.335511408,0,0.011222716,0.049595834,330028,RICHMOND UNIVERSITY MEDICAL CENTER,.25px,0,,
0.661167692,0.922413296,0.199957153,0.936964923,0,0.015210817,0.221100683,330160,STATEN ISLAND UNIVERSITY HOSPITAL,.25px,0,,
0.661874091,0.458788243,0.375087549,0.253343331,0,0.461507404,0.672201119,370106,INTEGRIS SOUTHWEST MEDICAL CENTER,.25px,0,,
0.66258243,0.925610369,0.147708078,0.237423884,0,0.441805852,0.262539036,50093,SAINT AGNES MEDICAL CENTER,.25px,0,,
0.662769443,0.13659248,0.02323646,0.0587421,0.705506711,0.083412299,0.101235158,450130,NIX HEALTH CARE SYSTEM,.25px,0,,
0.664144638,0.896251679,0.29848139,0.879409365,0,0.185562083,0.304249306,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,.25px,0,,
0.665584681,0.309465149,0.598042205,0.108049538,0.51160587,0.483615,0.913679024,50126,VALLEY PRESBYTERIAN HOSPITAL,.25px,0,,
0.665938143,0.844291,0.279760384,0.528497623,0,0.558119989,0.221100683,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,.25px,0,,
0.66596942,0.102199224,0.239030661,0.607592225,0,0.351266057,0.262539036,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,.25px,0,,
0.666194884,0.816316609,0.45492374,0.253343331,0,0.539061148,0.751229802,420073,LEXINGTON MEDICAL CENTER,.25px,0,,
0.666740361,0.927217146,0.263115828,0.081747843,0.51160587,0.441805852,0.556818088,100088,BAPTIST MEDICAL CENTER,.25px,0,,
0.666846464,0.35589687,0.295226638,0.828313873,0,0.417201572,0.160999003,100046,FLORIDA HOSPITAL ZEPHYRHILLS,.25px,0,,
0.668786408,0.25890525,0.910053477,0.996382693,0.51160587,0.441805852,0.82789364,100156,LAKE CITY MEDICAL CENTER,.25px,0,,
0.668787785,0.769505854,0.687016422,0.483120607,0,0.739595092,0.751229802,450011,ST JOSEPH REGIONAL HEALTH CENTER,.25px,0,,
0.668877643,0.648297229,0.384027818,0.279315431,0.51160587,0.650365439,0.360255766,140228,SWEDISH AMERICAN HOSPITAL,.25px,0,,
0.669485771,0.448191758,0.288024983,0.612363115,0,0.323893178,0.393553118,440035,GATEWAY MEDICAL CENTER,.25px,0,,
0.669526153,0.376743764,0.493733572,0.459851188,0,0.323893178,0.800018128,100161,CENTRAL FLORIDA REGIONAL HOSPITAL,.25px,0,,
0.670616736,0.493008462,0.303425318,0.612363115,0.705506711,0.104399272,0.360255766,30038,SCOTTSDALE OSBORN MEDICAL CENTER,.25px,0,,
0.673118937,0.607542786,0.080132827,0.293273786,0,0.417201572,0.08604906,330043,SOUTHSIDE HOSPITAL,.25px,0,,
0.673640193,0.710747275,0.229818475,0.312909419,0.812658103,0.067023179,0.304249306,500129,TACOMA GENERAL ALLENMORE HOSPITAL,.25px,0,,
0.67479531,0.418478753,0.17967057,0.312909419,0.51160587,0.185562083,0.360255766,50099,SAN ANTONIO REGIONAL HOSPITAL,.25px,0,,
0.675056341,0.871309564,0.781379521,0.718031328,0,0.875586061,0.556818088,450431,ST DAVID'S MEDICAL CENTER,.25px,0,,
0.676026373,0.313609809,0.272764727,0.738309671,0,0.670726181,0.049595834,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,.25px,0,,
0.676080712,0.002002291,0.026581851,0.020195944,0,0.227115795,0.345745338,190014,TECHE REGIONAL MEDICAL CENTER,.25px,0,,
0.677670327,0.059903923,0.207999275,0.169057605,0.812658103,0.033989502,0.457420423,100302,ST CLOUD REGIONAL MEDICAL CENTER,.25px,0,,
0.678821074,0.029853083,0.224544953,0.003353631,0.51160587,0.255568098,0.873699129,50575,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,.25px,0,,
0.67915757,0.123095558,0.39961767,0.435724821,0,0.670726181,0.393553118,300005,LAKES REGION GENERAL HOSPITAL,.25px,0,,
0.681130024,0.382124406,0.106096687,0.079687873,0,0.461507404,0.304249306,110031,SPALDING REGIONAL HOSPITAL,.25px,0,,
0.681475428,0.054885836,0.401900116,0.279315431,0.51160587,0.558119989,0.500630351,370016,INTEGRIS BASS BAPTIST HEALTH CENTER,.25px,0,,
0.682213476,0.587742355,0.141618807,0.483120607,0,0.613137664,0.038175361,440156,PARKRIDGE MEDICAL CENTER,.25px,0,,
0.682712798,0.143522219,0.58335874,0.960250822,0.51160587,0.373060538,0.349609842,170182,MENORAH MEDICAL CENTER,.25px,0,,
0.68295532,0.826715337,0.602813095,0.747785532,0.705506711,0.594391938,0.304249306,250040,SINGING RIVER HOSPITAL,.25px,0,,
0.68338069,0.08604082,0.447928082,0.047280428,0.705506711,0.461507404,0.773312679,250042,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,.25px,0,,
0.683759448,0.26914742,0.523957449,0.763853297,0,0.753586407,0.242359572,450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,.25px,0,,
0.683911508,0.406102455,0.053583936,0.026244016,0,0.351266057,0.360255766,450670,TOMBALL REGIONAL MEDICAL CENTER,.25px,0,,
0.684155755,0.857318249,0.757805226,0.828313873,0,0.613137664,0.751229802,390258,ST MARY MEDICAL CENTER,.25px,0,,
0.684890403,0.009442902,0.181936536,0.327971918,0.812658103,0.042558977,0.242359572,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,.25px,0,,
0.685008751,0.717330938,0.912953914,0.893606678,0,0.670726181,0.913679024,140030,SHERMAN HOSPITAL,.25px,0,,
0.685107237,0.265373555,0.30602088,0.703026508,0.51160587,0.461507404,0.130099455,670055,METHODIST STONE OAK HOSPITAL,.25px,0,,
0.686899499,0.897825496,0.117772596,0.152009295,0,0.164146637,0.510740683,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),.25px,0,,
0.687033835,0.092805761,0.01432915,0.194856667,0,0.255568098,0.035884675,100206,MEMORIAL HOSPITAL OF TAMPA,.25px,0,,
0.687336357,0.242771566,0.358302914,0.418206837,0.705506711,0.719654584,0.058330106,30115,BANNER ESTRELLA MEDICAL CENTER,.25px,0,,
0.687443516,0.050296224,0.468173466,0.630185974,0.705506711,0.185562083,0.54983067,100124,SANTA ROSA MEDICAL CENTER,.25px,0,,
0.687707784,0.759939354,0.80257249,0.817577311,0,0.323893178,0.944603291,140117,PRESENCE RESURRECTION MEDICAL CENTER,.25px,0,,
0.69219625,0.589027777,0.414746088,0.668451974,0.51160587,0.204159491,0.556818088,30085,NORTHWEST MEDICAL CENTER,.25px,0,,
0.692263032,0.20625242,0.055718064,0.029828363,0,0.185562083,0.500630351,50757,ALVARADO HOSPITAL MEDICAL CENTER,.25px,0,,
0.692342421,0.346404529,0.904796434,0.841769596,0.51160587,0.68579692,0.854689727,60009,LUTHERAN MEDICAL CENTER,.25px,0,,
0.692843251,0.58060662,0.453671278,0.033923583,0.991051491,0.122123252,0.349609842,50030,OROVILLE HOSPITAL,.25px,0,,
0.693242637,0.936116215,0.552854706,0.528497623,0,0.227115795,0.881667092,140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,.25px,0,,
0.694923901,0.384340933,0.154901492,0.355336558,0.51160587,0.104399272,0.360255766,320009,LOVELACE MEDICAL CENTER,.25px,0,,
0.69493927,0.014568107,0.893565478,0.817577311,0.812658103,0.579494236,0.745980999,50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,.25px,0,,
0.695785032,0.263890377,0.664208436,0.612363115,0,0.798065276,0.556818088,60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,.25px,0,,
0.696480179,0.434340521,0.232142121,0.355336558,0.705506711,0.441805852,0.107596345,440185,SKYRIDGE MEDICAL CENTER,.25px,0,,
0.696583463,0.59629535,0.689702623,0.917197452,0.51160587,0.140844258,0.800018128,50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,.25px,0,,
0.696772948,0.919216223,0.178508747,0.184482659,0,0.511506992,0.304249306,450102,MOTHER FRANCES HOSPITAL,.25px,0,,
0.696862717,0.057646196,0.070928882,0.069734099,0,0.185562083,0.465099991,100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,.25px,0,,
0.697142977,0.054078328,0.013431003,0.010093852,0,0.042558977,0.465099991,140240,WESTLAKE COMMUNITY HOSPITAL,.25px,0,,
0.697964027,0.027521197,0.761249495,0.070006015,0.984715024,0.392267697,0.668938127,50042,ST ELIZABETH COMMUNITY HOSPITAL,.25px,0,,
0.698220712,0.076828635,0.050584619,0.032292087,0,0.392267697,0.294485049,450035,ST JOSEPH MEDICAL CENTER,.25px,0,,
0.698272161,0.320959781,0.234844802,0.734395728,0,0.204159491,0.294485049,180141,UNIVERSITY OF LOUISVILLE HOSPITAL,.25px,0,,
0.698927656,0.370382578,0.379380526,0.124578736,0,0.753586407,0.510740683,140211,DELNOR COMMUNITY HOSPITAL,.25px,0,,
0.699063116,0.097568412,0.836866868,0.652549007,0.812658103,0.768929063,0.500630351,50498,SUTTER AUBURN FAITH HOSPITAL,.25px,0,,
0.70027489,0.756898839,0.719761703,0.817577311,0,0.829755852,0.431604881,440161,TRISTAR CENTENNIAL MEDICAL CENTER,.25px,0,,
0.700593014,0.161608754,0.72612289,0.730374667,0.51160587,0.768929063,0.470587751,360074,FLOWER HOSPITAL,.25px,0,,
0.700951301,0.157900808,0.584907837,0.58676181,0,0.81492407,0.393553118,440072,DYERSBURG REGIONAL MEDICAL CENTER,.25px,0,,
0.701165616,0.819324165,0.726543123,0.668451974,0,0.84018754,0.556818088,420023,ST FRANCIS-DOWNTOWN,.25px,0,,
0.701611718,0.55124793,0.463962888,0.792849433,0,0.798065276,0.107596345,10103,BAPTIST MEDICAL CENTER-PRINCETON,.25px,0,,
0.702238474,0.150196521,0.379380526,0.864116149,0.51160587,0.083412299,0.431604881,100049,HIGHLANDS REGIONAL MEDICAL CENTER,.25px,0,,
0.703820945,0.341089806,0.630400211,0.977002497,0,0.373060538,0.510740683,100030,HEALTH CENTRAL,.25px,0,,
0.703996971,0.157530014,0.351974687,0.248778438,0.51160587,0.719654584,0.242359572,30122,BANNER GATEWAY MEDICAL CENTER,.25px,0,,
0.704857311,0.965911619,0.792429199,0.781288882,0,0.926467317,0.431604881,310012,VALLEY HOSPITAL,.25px,0,,
0.705102719,0.131747431,0.077364227,0.253343331,0.51160587,0.392267697,0.049595834,190040,SLIDELL MEMORIAL HOSPITAL,.25px,0,,
0.705163182,0.543790839,0.737510403,0.903461573,0,0.276382034,0.876418289,50024,PARADISE VALLEY HOSPITAL,.25px,0,,
0.705588902,0.672934468,0.256556884,0.382437521,0.51160587,0.417201572,0.262539036,310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,.25px,0,,
0.707182227,0.01159351,0.004878009,0.022882145,0,0.297690362,0.045805489,50588,SAN DIMAS COMMUNITY HOSPITAL,.25px,0,,
0.70721582,0.176135661,0.700282628,0.860713079,0,0.897858455,0.242359572,330261,PHELPS MEMORIAL HOSPITAL ASSN,.25px,0,,
0.708848965,0.51232274,0.289953115,0.086510493,0,0.70561383,0.470587751,450068,MEMORIAL HERMANN TEXAS MEDICAL CENTER,.25px,0,,
0.709106347,0.412826196,0.831535666,0.928749763,0,0.862278656,0.470587751,330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,.25px,0,,
0.709916024,0.702977068,0.082159837,0.50273152,0,0.297690362,0.058330106,100173,FLORIDA HOSPITAL TAMPA,.25px,0,,
0.71006782,0.15507453,0.012788293,0.071794069,0,0.083412299,0.182760524,440144,HARTON REGIONAL MEDICAL CENTER,.25px,0,,
0.710090685,0.036683943,0.860540042,0.887064213,0.812658103,0.68579692,0.465099991,10049,MEDICAL CENTER ENTERPRISE,.25px,0,,
0.710113704,0.372574386,0.159944298,0.406687486,0,0.042558977,0.556818088,110192,EASTSIDE MEDICAL CENTER,.25px,0,,
0.711475414,0.006501265,0.63868953,0.685838119,0.51160587,0.938769456,0.105116141,450828,CHRISTUS SPOHN HOSPITAL ALICE,.25px,0,,
0.711911794,0.146093061,0.550770017,0.150114122,0.889247781,0.768929063,0.182760524,50492,CLOVIS COMMUNITY MEDICAL CENTER,.25px,0,,
0.712510841,0.262563756,0.134178196,0.412364763,0,0.104399272,0.393553118,330201,KINGSBROOK JEWISH MEDICAL CENTER,.25px,0,,
0.71308947,0.502970477,0.380847224,0.253343331,0.889247781,0.461507404,0.160999003,60020,PARKVIEW MEDICAL CENTER INC,.25px,0,,
