Cost,RiskAdjustedCost,Frequency,Minor,Major,PCPID,PCPNPI,memberMonths,ServiceProviderID,InNetwork
144.70,427.45,2,Chiropractor,Specialist Visits,1194913012,1194913012,670,1366633349,0
79.84,21.29,1,Podiatrist,Specialist Visits,1194913012,1194913012,670,1407875743,0
0.00,0.00,1,Otolaryngology,Specialist Visits,1194913012,1194913012,670,1497746507,1
86.92,42.79,1,Otolaryngology,Specialist Visits,1225104912,1225104912,1378,1770508988,1
486.59,2589.67,5,Dermatology,Specialist Visits,1225104912,1225104912,1378,1952506552,0
584.22,4909.32,1,Orthopaedic Surgery,Specialist Visits,1225104912,1225104912,1378,1962428763,0
84.70,91.84,1,Chiropractor,Specialist Visits,1225104912,1225104912,1378,1831100593,0
2861.09,13331.53,25,Orthopaedic Surgery,Specialist Visits,1225104912,1225104912,1378,1912928953,0
85.41,182.19,1,Dermatology,Specialist Visits,1225104912,1225104912,1378,1952367716,0
414.45,615.86,3,Orthopaedic Surgery,Specialist Visits,1225104912,1225104912,1378,1952369894,1
259.90,478.68,2,Otolaryngology,Specialist Visits,1215097464,1215097464,892,1164400040,0
164.65,790.62,1,Orthopaedic Surgery,Specialist Visits,1215097464,1215097464,892,1235197872,1
85.39,136.61,1,Podiatrist,Specialist Visits,1215097464,1215097464,892,1265490775,0
214.90,49.82,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1154596096,0
528.14,612.15,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1164451597,0
194.07,343.33,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1285823245,0
30.00,168.06,1,Chiropractor,Specialist Visits,1225130644,1225130644,466,1346232550,0
193.83,132.96,1,Podiatrist,Specialist Visits,1225130644,1225130644,466,1427136613,0
239.33,804.46,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1437258928,0
951.00,12894.41,3,Dermatology,Specialist Visits,1225130644,1225130644,466,1447201850,1
84.78,189.98,1,Chiropractor,Specialist Visits,1194913012,1194913012,670,1619134954,0
298.91,615.83,2,Otolaryngology,Specialist Visits,1194913012,1194913012,670,1710926803,1
84.70,123.78,1,Chiropractor,Specialist Visits,1194913012,1194913012,670,1730115460,0
317.00,2131.05,1,Orthopaedic Surgery,Specialist Visits,1194913012,1194913012,670,1730127051,1
84.70,142.35,1,Chiropractor,Specialist Visits,1194913012,1194913012,670,1730267121,0
658.00,1184.33,3,Plastic Surgery,Specialist Visits,1194913012,1194913012,670,1760623417,1
335.59,1425.43,2,Orthopaedic Surgery,Specialist Visits,1225104912,1225104912,1378,1982633483,0
1132.43,2884.52,10,Otolaryngology,Specialist Visits,1225104912,1225104912,1378,1982682860,0
205.45,363.46,1,Dermatology,Specialist Visits,1225104912,1225104912,1378,1992700728,0
727.76,1738.88,3,Dermatology,Specialist Visits,1225130644,1225130644,466,1003136771,1
172.49,276.09,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1033173612,1
84.78,35.18,1,Chiropractor,Specialist Visits,1225130644,1225130644,466,1063555787,0
317.00,1065.53,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1073522116,1
269.17,393.37,1,Orthopaedic Surgery,Specialist Visits,1215097464,1215097464,892,1457318875,0
91.79,97.90,1,Orthopaedic Surgery,Specialist Visits,1215097464,1215097464,892,1457339491,0
548.61,1259.81,4,Dermatology,Specialist Visits,1215097464,1215097464,892,1497774962,0
601.47,3294.99,3,Dermatology,Specialist Visits,1194913012,1194913012,670,1932308681,1
99.19,32.69,1,Orthopaedic Surgery,Specialist Visits,1194913012,1194913012,670,1952490526,1
264.17,554.97,1,Dermatology,Specialist Visits,1205022639,1205022639,172,1073741385,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1205022639,1205022639,172,1275723314,0
259.71,72.15,1,Otolaryngology,Specialist Visits,1205022639,1205022639,172,1407835929,0
84.70,406.72,1,Chiropractor,Specialist Visits,1205022639,1205022639,172,1417006933,0
225.00,40.88,1,Chiropractor,Specialist Visits,1225130644,1225130644,466,1255745394,0
159.10,137.12,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1285724526,0
203.71,3423.63,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1295892859,0
78.69,21.89,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1336334143,1
1661.86,3974.84,12,Orthopaedic Surgery,Specialist Visits,1215097464,1215097464,892,1609804632,0
134.44,90.38,1,Podiatrist,Specialist Visits,1215097464,1215097464,892,1619080926,0
154.61,433.07,1,Dermatology,Specialist Visits,1215097464,1215097464,892,1619295847,0
114.70,192.68,2,Chiropractor,Specialist Visits,1215097464,1215097464,892,1679508972,0
84.23,1415.60,1,Chiropractor,Specialist Visits,1215097464,1215097464,892,1679883219,1
30.00,168.06,1,Chiropractor,Specialist Visits,1225130644,1225130644,466,1417037391,0
174.98,47.43,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1477741031,1
528.88,307.27,2,Podiatrist,Specialist Visits,1225130644,1225130644,466,1528049772,0
317.00,426.21,1,Dermatology,Specialist Visits,1205022639,1205022639,172,1609089077,1
72.78,58.25,1,Chiropractor,Specialist Visits,1205022639,1205022639,172,1942498852,0
87.30,29.40,1,Otolaryngology,Specialist Visits,1215097464,1215097464,892,1740212869,1
122.61,588.75,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1588678148,0
84.70,94.90,1,Chiropractor,Specialist Visits,1225130644,1225130644,466,1720105075,0
218.15,523.76,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1720285356,0
605.77,11168.17,2,Plastic Surgery,Specialist Visits,1225130644,1225130644,466,1760623417,1
239.33,99.32,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1831180504,1
204.79,68.84,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1851483762,0
203.71,978.18,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1679549372,0
431.25,2946.28,3,Dermatology,Specialist Visits,1225130644,1225130644,466,1679867766,1
91.33,64.94,1,Otolaryngology,Specialist Visits,1225130644,1225130644,466,1710145883,1
656.39,846.95,3,Dermatology,Specialist Visits,1225130644,1225130644,466,1790892099,1
85.36,78.03,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1932308681,1
165.36,427.55,1,Orthopaedic Surgery,Specialist Visits,1225130644,1225130644,466,1952490526,1
207.00,32.67,1,Orthopaedic Surgery,Specialist Visits,1225322050,1225322050,191,1730384314,1
339.00,80.81,1,Dermatology,Specialist Visits,1225130644,1225130644,466,1932424264,1
205.65,384.03,1,Dermatology,Specialist Visits,1225322050,1225322050,191,1447201850,1
91.12,21.60,1,Otolaryngology,Specialist Visits,1205147394,1205147394,389,1265467310,0
311.82,497.45,3,Dermatology,Specialist Visits,1205147394,1205147394,389,1487881371,1
84.70,118.63,1,Chiropractor,Specialist Visits,1205147394,1205147394,389,1669473997,0
72.70,610.91,1,Chiropractor,Specialist Visits,1215097464,1215097464,892,1932175064,0
86.02,91.74,1,Podiatrist,Specialist Visits,1215097464,1215097464,892,1942284286,0
233.94,357.43,1,Orthopaedic Surgery,Specialist Visits,1215097464,1215097464,892,1952369894,1
211.15,186.54,2,Dermatology,Specialist Visits,1215097464,1215097464,892,1952506552,0
84.23,566.24,1,Chiropractor,Specialist Visits,1215097464,1215097464,892,1962597427,0
311.22,171.49,1,Dermatology,Specialist Visits,1215188149,1215188149,794,1003136771,1
525.34,9541.27,2,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1003802026,0
259.71,4364.79,1,Otolaryngology,Specialist Visits,1215188149,1215188149,794,1003807124,0
578.88,974.31,3,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1033173612,1
197.87,197.87,1,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1053448498,0
84.70,2847.01,1,Chiropractor,Specialist Visits,1215188149,1215188149,794,1053489674,0
269.17,347.98,1,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1063402204,0
84.76,569.80,1,Chiropractor,Specialist Visits,1215188149,1215188149,794,1083946636,0
163.09,609.10,1,Dermatology,Specialist Visits,1215188149,1215188149,794,1154465540,1
206.00,48.08,1,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1164598801,1
551.91,7539.41,3,Otolaryngology,Specialist Visits,1215188149,1215188149,794,1205031739,0
113.42,152.49,1,Otolaryngology,Specialist Visits,1215188149,1215188149,794,1235395500,1
159.81,1074.33,1,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1316060437,1
221.01,1485.75,1,Dermatology,Specialist Visits,1215188149,1215188149,794,1316909005,1
130.87,733.15,1,Dermatology,Specialist Visits,1215188149,1215188149,794,1326020827,0
193.06,1622.32,1,Orthopaedic Surgery,Specialist Visits,1205147394,1205147394,389,1912947441,0
134.57,238.07,1,Orthopaedic Surgery,Specialist Visits,1205808722,1205808722,904,1003950569,0
94.32,50.32,1,Podiatrist,Specialist Visits,1205808722,1205808722,904,1124089842,0
546.39,4476.84,2,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1386903805,0
204.44,6871.80,1,Dermatology,Specialist Visits,1215188149,1215188149,794,1457463127,1
133.70,4494.03,1,Podiatrist,Specialist Visits,1215188149,1215188149,794,1467427484,0
391.40,6704.18,2,Dermatology,Specialist Visits,1215188149,1215188149,794,1487882270,0
1036.72,19645.26,4,Dermatology,Specialist Visits,1215188149,1215188149,794,1538150982,0
182.00,182.00,1,Dermatology,Specialist Visits,1215188149,1215188149,794,1558597039,0
265.63,151.33,1,Plastic Surgery,Specialist Visits,1215188149,1215188149,794,1578632493,0
84.78,407.10,1,Chiropractor,Specialist Visits,1215188149,1215188149,794,1609318013,0
84.78,474.95,1,Chiropractor,Specialist Visits,1215188149,1215188149,794,1639270333,0
282.98,110.60,1,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1649259946,0
264.17,986.61,1,Dermatology,Specialist Visits,1215188149,1215188149,794,1649433152,0
327.08,6584.34,2,Otolaryngology,Specialist Visits,1215188149,1215188149,794,1679512107,1
112.66,344.26,1,Otolaryngology,Specialist Visits,1215188149,1215188149,794,1710926803,1
84.76,1424.51,2,Chiropractor,Specialist Visits,1215188149,1215188149,794,1720115926,0
311.22,3486.99,1,Plastic Surgery,Specialist Visits,1215188149,1215188149,794,1760623417,1
253.75,862.24,3,Chiropractor,Specialist Visits,1215188149,1215188149,794,1821318478,0
252.86,607.10,1,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1861729279,0
145.40,579.24,2,Chiropractor,Specialist Visits,1215188149,1215188149,794,1881873362,0
173.16,173.16,1,Dermatology,Specialist Visits,1215188149,1215188149,794,1891010773,0
456.34,436.22,2,Dermatology,Specialist Visits,1215188149,1215188149,794,1932424264,1
203.71,1141.21,1,Orthopaedic Surgery,Specialist Visits,1215188149,1215188149,794,1962665836,0
259.71,8729.58,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1053378315,0
85.94,68.74,1,Dermatology,Specialist Visits,1235117961,1235117961,189,1306013339,1
65.17,20.85,1,Otolaryngology,Specialist Visits,1235117961,1235117961,189,1356516819,1
0.00,0.00,1,Otolaryngology,Specialist Visits,1235117961,1235117961,189,1821089921,1
91.33,64.94,1,Otolaryngology,Specialist Visits,1205808722,1205808722,904,1265467310,0
214.59,225.41,1,Dermatology,Specialist Visits,1205808722,1205808722,904,1275581407,0
0.00,0.00,1,Chiropractor,Specialist Visits,1235117961,1235117961,189,1144380155,0
0.00,0.00,1,Otolaryngology,Specialist Visits,1235117961,1235117961,189,1366433328,1
93.26,22.95,1,Dermatology,Specialist Visits,1235117961,1235117961,189,1942284591,0
84.78,2849.69,1,Chiropractor,Specialist Visits,1215902929,1215902929,683,1063555787,0
88.69,56.76,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1104923069,0
332.41,817.06,2,Dermatology,Specialist Visits,1215902929,1215902929,683,1124256284,1
239.33,178.77,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1154383610,1
385.03,348.56,3,Otolaryngology,Specialist Visits,1215902929,1215902929,683,1194990929,1
91.12,116.62,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1215139043,0
292.78,275.09,2,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1083670228,1
91.12,97.18,1,Podiatrist,Specialist Visits,1235178237,1235178237,672,1083699052,0
91.12,48.59,1,Plastic Surgery,Specialist Visits,1215902929,1215902929,683,1225094428,0
291.53,240.31,4,Otolaryngology,Specialist Visits,1215902929,1215902929,683,1225143027,1
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1215902929,1215902929,683,1235197872,1
72.78,58.25,1,Chiropractor,Specialist Visits,1215902929,1215902929,683,1235230947,0
208.52,93.45,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1316969694,0
129.86,485.00,1,Otolaryngology,Specialist Visits,1215902929,1215902929,683,1356332472,1
87.30,186.22,1,Orthopaedic Surgery,Specialist Visits,1215902929,1215902929,683,1376740456,0
75.00,229.18,1,Chiropractor,Specialist Visits,1205808722,1205808722,904,1376799189,0
332.61,25.45,2,Otolaryngology,Specialist Visits,1205808722,1205808722,904,1487663944,1
89.29,33.61,1,Podiatrist,Specialist Visits,1215902929,1215902929,683,1396767497,0
91.79,17.80,1,Otolaryngology,Specialist Visits,1215902929,1215902929,683,1396969598,0
72.70,69.82,1,Chiropractor,Specialist Visits,1215902929,1215902929,683,1467578864,0
84.70,135.57,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1114281797,0
81.48,40.11,1,Dermatology,Specialist Visits,1235178237,1235178237,672,1154596096,0
178.00,82.49,2,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1164598801,1
21.26,11.34,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1164611687,1
83.68,48.68,1,Otolaryngology,Specialist Visits,1235178237,1235178237,672,1174513386,0
245.75,296.89,2,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1235245135,0
89.31,81.65,1,Dermatology,Specialist Visits,1235178237,1235178237,672,1245214311,0
190.33,106.63,1,Dermatology,Specialist Visits,1235178237,1235178237,672,1295726396,0
85.36,78.03,1,Orthopaedic Surgery,Specialist Visits,1215902929,1215902929,683,1568598209,1
91.12,83.30,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1578532388,0
264.17,8879.50,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1598963498,0
87.95,80.40,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1710987300,0
57.16,45.72,1,Orthopaedic Surgery,Specialist Visits,1215902929,1215902929,683,1730127051,1
0.00,0.00,1,Dermatology,Specialist Visits,1215902929,1215902929,683,1730185133,0
73.02,223.13,1,Chiropractor,Specialist Visits,1215902929,1215902929,683,1750308391,0
65.93,15.07,1,Otolaryngology,Specialist Visits,1215902929,1215902929,683,1750470316,0
205.61,431.95,1,Orthopaedic Surgery,Specialist Visits,1215902929,1215902929,683,1790913218,0
145.99,377.47,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1053448498,0
72.70,349.09,1,Chiropractor,Specialist Visits,1205808722,1205808722,904,1669427365,0
303.32,36.02,1,Orthopaedic Surgery,Specialist Visits,1205808722,1205808722,904,1679529887,1
344.98,227.76,2,Otolaryngology,Specialist Visits,1205808722,1205808722,904,1710926803,1
943.47,697.60,3,Plastic Surgery,Specialist Visits,1205808722,1205808722,904,1760623417,1
89.75,52.21,1,Otolaryngology,Specialist Visits,1215902929,1215902929,683,1821046368,0
91.33,48.70,1,Orthopaedic Surgery,Specialist Visits,1215902929,1215902929,683,1952369894,1
169.79,335.71,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1427047224,0
885.46,1156.41,6,Dermatology,Specialist Visits,1235178237,1235178237,672,1437258928,0
1159.91,1274.87,5,Dermatology,Specialist Visits,1235178237,1235178237,672,1447201850,1
538.34,526.40,2,Dermatology,Specialist Visits,1235178237,1235178237,672,1477518322,0
84.23,57.78,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1477651164,0
72.78,305.79,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1487659132,0
163.09,148.16,1,Otolaryngology,Specialist Visits,1235178237,1235178237,672,1487663944,1
172.49,45.30,1,Dermatology,Specialist Visits,1235178237,1235178237,672,1508857848,1
200.00,210.08,1,Podiatrist,Specialist Visits,1235178237,1235178237,672,1518257468,0
153.34,234.28,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1114985348,0
94.32,41.17,1,Podiatrist,Specialist Visits,1235178237,1235178237,672,1124089842,0
205.61,89.75,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1154378479,0
226.83,331.50,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1184750820,0
172.49,161.05,1,Otolaryngology,Specialist Visits,1205808722,1205808722,904,1770785289,1
195.12,45.55,1,Orthopaedic Surgery,Specialist Visits,1205808722,1205808722,904,1942248232,0
84.78,71.24,1,Chiropractor,Specialist Visits,1215907092,1215907092,363,1114281797,0
30.00,20.58,1,Chiropractor,Specialist Visits,1215907092,1215907092,363,1346232550,0
331.29,430.88,3,Orthopaedic Surgery,Specialist Visits,1215907092,1215907092,363,1356397541,1
174.76,5874.17,1,Dermatology,Specialist Visits,1215907092,1215907092,363,1356490163,0
136.00,169.31,1,Orthopaedic Surgery,Specialist Visits,1215907092,1215907092,363,1417022054,1
80.00,170.65,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1235243130,1
84.78,56.99,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1255480588,0
265.63,182.22,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1285690479,0
154.61,519.69,1,Dermatology,Specialist Visits,1235178237,1235178237,672,1295775732,1
190.33,492.12,1,Otolaryngology,Specialist Visits,1235178237,1235178237,672,1306837406,0
84.78,38.00,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1336282920,0
90.87,72.69,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1356380448,1
874.80,1713.97,7,Orthopaedic Surgery,Specialist Visits,1215907092,1215907092,363,1710100854,1
125.33,127.66,1,Otolaryngology,Specialist Visits,1215907092,1215907092,363,1720040058,0
113.42,88.66,1,Orthopaedic Surgery,Specialist Visits,1215907092,1215907092,363,1730384314,1
118.30,1325.47,1,Orthopaedic Surgery,Specialist Visits,1215907092,1215907092,363,1740355148,1
72.70,407.28,1,Chiropractor,Specialist Visits,1215907092,1215907092,363,1992128037,0
30.00,28.01,1,Chiropractor,Specialist Visits,1215907092,1215907092,363,1992778161,0
84.78,69.50,1,Chiropractor,Specialist Visits,1215909882,1215909882,498,1134219041,0
249.36,204.43,1,Otolaryngology,Specialist Visits,1215909882,1215909882,498,1205031739,0
30.00,21.01,1,Chiropractor,Specialist Visits,1215909882,1215909882,498,1245237569,0
196.07,227.26,1,Dermatology,Specialist Visits,1215909882,1215909882,498,1265490866,0
193.06,589.94,1,Orthopaedic Surgery,Specialist Visits,1215909882,1215909882,498,1295892859,0
165.52,794.80,1,Dermatology,Specialist Visits,1215909882,1215909882,498,1447201850,1
172.45,58.55,1,Dermatology,Specialist Visits,1235178237,1235178237,672,1386602753,1
52.00,36.41,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1447690334,0
4715.06,5184.41,25,Dermatology,Specialist Visits,1235178237,1235178237,672,1457463127,1
72.70,244.37,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1467578864,0
335.22,1251.97,1,Dermatology,Specialist Visits,1235178237,1235178237,672,1487881371,1
541.03,1370.47,4,Otolaryngology,Specialist Visits,1215909882,1215909882,498,1710145883,1
481.55,713.41,3,Otolaryngology,Specialist Visits,1215909882,1215909882,498,1710926803,1
504.17,765.14,3,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1538183298,1
511.49,6224.45,2,Dermatology,Specialist Visits,1215909882,1215909882,498,1932308681,1
80.06,128.08,1,Otolaryngology,Specialist Visits,1215909882,1215909882,498,1952391351,0
194.76,595.13,1,Dermatology,Specialist Visits,1215909882,1215909882,498,1972550606,0
177.92,80.89,2,Dermatology,Specialist Visits,1225037906,1225037906,316,1043269731,0
84.78,37.50,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1568630531,1
72.78,62.73,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1619024445,0
91.39,36.55,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1619141496,1
30.00,17.69,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1639270333,0
383.09,374.87,3,Otolaryngology,Specialist Visits,1235178237,1235178237,672,1649560707,0
259.71,143.11,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1659325298,0
73.02,350.63,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1659346849,0
163.09,421.69,1,Otolaryngology,Specialist Visits,1235178237,1235178237,672,1679512107,1
30.00,13.10,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1699886929,0
152.73,152.73,1,Dermatology,Specialist Visits,1205828399,1205828399,312,1245214311,0
118.95,152.24,1,Dermatology,Specialist Visits,1205828399,1205828399,312,1629003686,0
82.51,48.00,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1740253939,1
233.94,88.35,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1881676989,1
376.24,171.06,2,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1649259946,0
73.02,163.63,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1649489063,0
600.97,462.25,3,Dermatology,Specialist Visits,1235178237,1235178237,672,1689608358,1
213.93,138.28,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1699759415,0
89.31,47.63,1,Podiatrist,Specialist Visits,1225037906,1225037906,316,1154385078,0
800.49,603.05,9,Orthopaedic Surgery,Specialist Visits,1225037906,1225037906,316,1215991211,0
190.00,3193.22,1,Orthopaedic Surgery,Specialist Visits,1205873403,1205873403,1016,1013983907,0
87.12,139.38,1,Podiatrist,Specialist Visits,1225037906,1225037906,316,1326068396,0
363.04,255.36,4,Orthopaedic Surgery,Specialist Visits,1225037906,1225037906,316,1386626513,0
182.91,105.89,2,Podiatrist,Specialist Visits,1225037906,1225037906,316,1386874568,0
91.12,48.59,1,Otolaryngology,Specialist Visits,1225037906,1225037906,316,1396969598,0
180.64,97.09,2,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1922022649,1
72.70,27.46,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1932295359,0
203.71,126.80,2,Dermatology,Specialist Visits,1235178237,1235178237,672,1992752620,0
175.04,204.19,2,Dermatology,Specialist Visits,1235190315,1235190315,152,1043269731,0
181.10,141.86,2,Orthopaedic Surgery,Specialist Visits,1235190315,1235190315,152,1043315567,0
181.52,189.47,2,Orthopaedic Surgery,Specialist Visits,1235190315,1235190315,152,1225010440,0
475.65,521.62,4,Orthopaedic Surgery,Specialist Visits,1225037906,1225037906,316,1457340911,0
91.12,145.78,1,Dermatology,Specialist Visits,1225037906,1225037906,316,1548461973,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1225037906,1225037906,316,1568598209,1
89.31,95.25,1,Orthopaedic Surgery,Specialist Visits,1235190315,1235190315,152,1295892859,0
89.95,44.28,1,Orthopaedic Surgery,Specialist Visits,1235190315,1235190315,152,1376679951,0
0.00,0.00,1,Chiropractor,Specialist Visits,1235190315,1235190315,152,1427063262,0
84.73,180.74,1,Dermatology,Specialist Visits,1235190315,1235190315,152,1528066073,0
60.00,403.35,1,Chiropractor,Specialist Visits,1205873403,1205873403,1016,1144284969,0
0.00,0.00,1,Dermatology,Specialist Visits,1225037906,1225037906,316,1578532388,0
0.00,0.00,1,Chiropractor,Specialist Visits,1225037906,1225037906,316,1578670816,0
83.67,178.48,1,Orthopaedic Surgery,Specialist Visits,1225037906,1225037906,316,1578699955,0
273.99,203.60,3,Podiatrist,Specialist Visits,1225037906,1225037906,316,1669402905,0
632.15,641.64,7,Podiatrist,Specialist Visits,1225037906,1225037906,316,1700860038,0
182.66,59.33,2,Podiatrist,Specialist Visits,1235190315,1235190315,152,1669402905,0
81.63,65.30,1,Otolaryngology,Specialist Visits,1235190315,1235190315,152,1740273481,0
172.21,263.11,1,Otolaryngology,Specialist Visits,1205873403,1205873403,1016,1235142480,0
145.80,83.93,2,Chiropractor,Specialist Visits,1205873403,1205873403,1016,1235231176,0
517.61,1299.30,3,Dermatology,Specialist Visits,1205873403,1205873403,1016,1255389425,0
93.26,10.47,1,Orthopaedic Surgery,Specialist Visits,1205873403,1205873403,1016,1275723314,0
526.47,931.13,2,Orthopaedic Surgery,Specialist Visits,1205873403,1205873403,1016,1275729626,1
91.33,32.47,1,Orthopaedic Surgery,Specialist Visits,1205873403,1205873403,1016,1285636993,0
302.64,85.71,2,Dermatology,Specialist Visits,1205873403,1205873403,1016,1285698936,1
1878.60,1731.15,12,Otolaryngology,Specialist Visits,1235178237,1235178237,672,1710145883,1
1665.25,1830.04,11,Otolaryngology,Specialist Visits,1235178237,1235178237,672,1710926803,1
0.00,0.00,1,Chiropractor,Specialist Visits,1235178237,1235178237,672,1710982012,0
599.28,639.99,3,Dermatology,Specialist Visits,1235207440,1235207440,879,1003136771,1
85.36,54.62,1,Plastic Surgery,Specialist Visits,1235207440,1235207440,879,1053300145,1
91.12,194.37,1,Otolaryngology,Specialist Visits,1235207440,1235207440,879,1083664163,0
85.41,68.32,1,Podiatrist,Specialist Visits,1235207440,1235207440,879,1124184064,0
631.72,463.10,4,Dermatology,Specialist Visits,1235207440,1235207440,879,1154465540,1
799.33,848.59,9,Orthopaedic Surgery,Specialist Visits,1225037906,1225037906,316,1861469280,0
89.31,114.30,1,Orthopaedic Surgery,Specialist Visits,1225037906,1225037906,316,1922131317,0
72.78,25.22,1,Chiropractor,Specialist Visits,1225067838,1225067838,449,1033207048,0
196.02,411.80,1,Dermatology,Specialist Visits,1225067838,1225067838,449,1043269731,0
91.79,48.95,1,Dermatology,Specialist Visits,1225067838,1225067838,449,1073741385,0
172.49,48.72,1,Plastic Surgery,Specialist Visits,1225067838,1225067838,449,1083740401,1
198.38,266.72,1,Dermatology,Specialist Visits,1225067838,1225067838,449,1124256284,1
93.26,8.06,1,Otolaryngology,Specialist Visits,1225067838,1225067838,449,1144427584,1
0.00,0.00,1,Chiropractor,Specialist Visits,1205873403,1205873403,1016,1295860021,0
72.70,34.91,1,Chiropractor,Specialist Visits,1205873403,1205873403,1016,1336282920,0
289.98,83.73,2,Podiatrist,Specialist Visits,1205873403,1205873403,1016,1407923485,0
73.02,350.63,1,Chiropractor,Specialist Visits,1205873403,1205873403,1016,1407960644,0
0.00,0.00,1,Chiropractor,Specialist Visits,1205873403,1205873403,1016,1417004979,0
0.00,0.00,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1861729279,0
85.14,60.54,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1952338519,0
251.85,149.13,2,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1952364184,0
1455.70,2815.22,8,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1952490526,1
0.00,0.00,1,Podiatrist,Specialist Visits,1235178237,1235178237,672,1982613907,0
160.46,65.77,1,Orthopaedic Surgery,Specialist Visits,1235178237,1235178237,672,1982633483,0
89.31,35.72,1,Orthopaedic Surgery,Specialist Visits,1225067838,1225067838,449,1215991211,0
128.39,30.43,1,Otolaryngology,Specialist Visits,1225067838,1225067838,449,1225143027,1
239.33,33.80,1,Orthopaedic Surgery,Specialist Visits,1225067838,1225067838,449,1235197872,1
